Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.265320,0.000000,0.265320,0.265320
Train Precision H1,0.246711,0.000000,0.246711,0.246711
Train Recall H1,0.975127,0.000000,0.975127,0.975127
Train F1 H1,0.393791,0.000000,0.393791,0.393791
Train AUC_ROC H1,0.526852,0.000000,0.526852,0.526852
Train AUC_PR H1,0.261749,0.000000,0.261749,0.261749
Train MCC H1,0.025290,0.000000,0.025290,0.025290
Train Brier H1,0.251393,0.000000,0.251393,0.251393
Train LogLoss H1,0.695933,0.000000,0.695933,0.695933
Train Pos_Rate_True H1,0.244709,0.000000,0.244709,0.244709
Train Pos_Rate_Pred H1,0.967215,0.000000,0.967215,0.967215
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.243351,0.000000,0.243351,0.243351
Validation Precision H1,0.243351,0.000000,0.243351,0.243351
Validation Recall H1,1.000000,0.000000,1.000000,1.000000
Validation F1 H1,0.391444,0.000000,0.391444,0.391444
Validation AUC_ROC H1,0.511041,0.000000,0.511041,0.511041
Validation AUC_PR H1,0.268760,0.000000,0.268760,0.268760
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.251552,0.000000,0.251552,0.251552
Validation LogLoss H1,0.696252,0.000000,0.696252,0.696252
Validation Pos_Rate_True H1,0.243351,0.000000,0.243351,0.243351
Validation Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.298537,0.000000,0.298537,0.298537
Test Precision H1,0.298537,0.000000,0.298537,0.298537
Test Recall H1,1.000000,0.000000,1.000000,1.000000
Test F1 H1,0.459805,0.000000,0.459805,0.459805
Test AUC_ROC H1,0.527757,0.000000,0.527757,0.527757
Test AUC_PR H1,0.315510,0.000000,0.315510,0.315510
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.251214,0.000000,0.251214,0.251214
Test LogLoss H1,0.695575,0.000000,0.695575,0.695575
Test Pos_Rate_True H1,0.298537,0.000000,0.298537,0.298537
Test Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
