ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775543121.464,0,,1532044,1544040,63549016,98532884,,,
1775543129.825,1,,1534484,1544040,63549028,98532884,,,
1775543138.120,2,,1536588,1544040,63549040,98532884,,,
1775543146.355,3,,1537324,1544040,63549048,98532884,,,
1775543154.608,4,,1537852,1544040,63549060,98532884,,,
1775543162.888,5,,1539212,1544040,63549068,98532884,,,
1775543171.149,6,,1540632,1544040,63549080,98532884,,,
1775543179.374,7,,1540636,1544040,63549088,98532884,,,
1775543187.677,8,,1541768,1544040,63549100,98532884,,,
1775543195.883,9,,1543368,1544040,63549112,98532884,,,
1775543204.444,10,,1543840,1544040,63549120,98532884,,,
1775543213.849,11,,1544436,1544436,63549128,98532884,,,
1775543223.331,12,,1544924,1544924,63549136,98532884,,,
1775543232.850,13,,1545156,1545156,63549144,98532884,,,
1775543242.322,14,,1545164,1545164,63549152,98532884,,,
1775543251.751,15,,1545392,1545392,63549160,98532884,,,
1775543261.185,16,,1545852,1545852,63549168,98532884,,,
1775543270.689,17,,1546552,1546552,63549176,98532884,,,
1775543280.130,18,,1546780,1546780,63549184,98532884,,,
1775543289.598,19,,1546788,1546788,63549192,98532884,,,
1775543299.502,20,,1546800,1546800,63549200,98532884,,,
1775543309.892,21,,1547492,1547492,63549208,98532884,,,
1775543320.278,22,,1547500,1547500,63549216,98532884,,,
1775543330.788,23,,1547504,1547504,63549224,98532884,,,
1775543341.175,24,,1547512,1547512,63549232,98532884,,,
1775543351.502,25,,1547512,1547512,63549240,98532884,,,
1775543361.966,26,,1547748,1547748,63549248,98532884,,,
1775543372.326,27,,1547752,1547752,63549256,98532884,,,
1775543382.843,28,,1547756,1547756,63549268,98532884,,,
1775543394.002,29,,1547756,1547756,63549276,98532884,,,
1775543405.231,30,,1547768,1547768,63549284,98532884,,,
1775543416.571,31,,1547768,1547768,63549292,98532884,,,
1775543427.968,32,,1547872,1547872,63549300,98532884,,,
1775543439.257,33,,1548040,1548040,63549308,98532884,,,
1775543450.534,34,,1548044,1548044,63549316,98532884,,,
