Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.941347,0.000000,0.941347,0.941347
Train Precision H1,0.890951,0.000000,0.890951,0.890951
Train Recall H1,0.866817,0.000000,0.866817,0.866817
Train F1 H1,0.878719,0.000000,0.878719,0.878719
Train AUC_ROC H1,0.963710,0.000000,0.963710,0.963710
Train AUC_PR H1,0.941788,0.000000,0.941788,0.941788
Train MCC H1,0.840187,0.000000,0.840187,0.840187
Train Brier H1,0.043913,0.000000,0.043913,0.043913
Train LogLoss H1,0.163806,0.000000,0.163806,0.163806
Train Pos_Rate_True H1,0.245124,0.000000,0.245124,0.245124
Train Pos_Rate_Pred H1,0.238484,0.000000,0.238484,0.238484
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.956117,0.000000,0.956117,0.956117
Validation Precision H1,0.936639,0.000000,0.936639,0.936639
Validation Recall H1,0.887728,0.000000,0.887728,0.887728
Validation F1 H1,0.911528,0.000000,0.911528,0.911528
Validation AUC_ROC H1,0.968715,0.000000,0.968715,0.968715
Validation AUC_PR H1,0.958022,0.000000,0.958022,0.958022
Validation MCC H1,0.882939,0.000000,0.882939,0.882939
Validation Brier H1,0.034076,0.000000,0.034076,0.034076
Validation LogLoss H1,0.135747,0.000000,0.135747,0.135747
Validation Pos_Rate_True H1,0.254654,0.000000,0.254654,0.254654
Validation Pos_Rate_Pred H1,0.241356,0.000000,0.241356,0.241356
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.954122,0.000000,0.954122,0.954122
Test Precision H1,0.918206,0.000000,0.918206,0.918206
Test Recall H1,0.901554,0.000000,0.901554,0.901554
Test F1 H1,0.909804,0.000000,0.909804,0.909804
Test AUC_ROC H1,0.973773,0.000000,0.973773,0.973773
Test AUC_PR H1,0.946297,0.000000,0.946297,0.946297
Test MCC H1,0.879111,0.000000,0.879111,0.879111
Test Brier H1,0.038991,0.000000,0.038991,0.038991
Test LogLoss H1,0.157047,0.000000,0.157047,0.157047
Test Pos_Rate_True H1,0.256649,0.000000,0.256649,0.256649
Test Pos_Rate_Pred H1,0.251995,0.000000,0.251995,0.251995
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
