ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775558638.650,0,,1499176,1534472,58364732,70708376,,,
1775558651.703,1,,1509720,1534472,58364740,74157988,,,
1775558664.621,2,,1513592,1534472,58364744,74157996,,,
1775558677.403,3,,1517920,1534472,58364748,74158000,,,
1775558690.206,4,,1524064,1534472,58364752,74158004,,,
1775558703.103,5,,1528860,1534472,58364756,74158008,,,
1775558715.842,6,,1534960,1534960,58364760,74158012,,,
1775558728.496,7,,1538368,1538368,58364764,74158016,,,
1775558741.400,8,,1543412,1543412,58364768,74158020,,,
1775558754.271,9,,1546152,1546152,58364772,74158024,,,
