ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775558794.699,0,,1490616,1522736,58364732,70708376,,,
1775558807.754,1,,1500832,1522736,58364740,74157988,,,
1775558820.722,2,,1506344,1522736,58364744,74157996,,,
1775558833.560,3,,1511984,1522736,58364748,74158000,,,
1775558846.247,4,,1517360,1522736,58364752,74158004,,,
1775558858.715,5,,1522336,1522736,58364756,74158008,,,
1775558871.405,6,,1526044,1526044,58364760,74158012,,,
1775558884.409,7,,1530404,1530404,58364764,74158016,,,
1775558897.051,8,,1534564,1534564,58364768,74158020,,,
1775558909.892,9,,1536824,1536824,58364772,74158024,,,
