Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.231982,0.000000,0.231982,0.231982
Train Precision H1,0.212808,0.000000,0.212808,0.212808
Train Recall H1,0.978361,0.000000,0.978361,0.978361
Train F1 H1,0.349578,0.000000,0.349578,0.349578
Train AUC_ROC H1,0.525745,0.000000,0.525745,0.525745
Train AUC_PR H1,0.222784,0.000000,0.222784,0.222784
Train MCC H1,0.025751,0.000000,0.025751,0.025751
Train Brier H1,0.252402,0.000000,0.252402,0.252402
Train LogLoss H1,0.697946,0.000000,0.697946,0.697946
Train Pos_Rate_True H1,0.210956,0.000000,0.210956,0.210956
Train Pos_Rate_Pred H1,0.969844,0.000000,0.969844,0.969844
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.214096,0.000000,0.214096,0.214096
Validation Precision H1,0.214096,0.000000,0.214096,0.214096
Validation Recall H1,1.000000,0.000000,1.000000,1.000000
Validation F1 H1,0.352683,0.000000,0.352683,0.352683
Validation AUC_ROC H1,0.542584,0.000000,0.542584,0.542584
Validation AUC_PR H1,0.243129,0.000000,0.243129,0.243129
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.253174,0.000000,0.253174,0.253174
Validation LogLoss H1,0.699495,0.000000,0.699495,0.699495
Validation Pos_Rate_True H1,0.214096,0.000000,0.214096,0.214096
Validation Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.248005,0.000000,0.248005,0.248005
Test Precision H1,0.248005,0.000000,0.248005,0.248005
Test Recall H1,1.000000,0.000000,1.000000,1.000000
Test F1 H1,0.397443,0.000000,0.397443,0.397443
Test AUC_ROC H1,0.504863,0.000000,0.504863,0.504863
Test AUC_PR H1,0.248284,0.000000,0.248284,0.248284
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.252800,0.000000,0.252800,0.252800
Test LogLoss H1,0.698747,0.000000,0.698747,0.698747
Test Pos_Rate_True H1,0.248005,0.000000,0.248005,0.248005
Test Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
