ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775544147.990,0,,1530400,1571000,60576104,95885332,,,
1775544176.645,1,,1540428,1571000,60576112,105863240,,,
1775544204.691,2,,1547540,1571000,60576116,105863248,,,
1775544232.857,3,,1552564,1571000,60576124,105863252,,,
1775544260.774,4,,1558760,1571000,60576132,105863260,,,
1775544288.188,5,,1562976,1571000,60576140,105863268,,,
1775544315.643,6,,1567464,1571000,60576144,105863276,,,
1775544343.183,7,,1570276,1571000,60576148,105863280,,,
1775544370.753,8,,1573824,1573824,60576152,105863284,,,
1775544398.218,9,,1577060,1577060,60576156,105863288,,,
1775544425.630,10,,1581284,1581284,60576160,105863292,,,
1775544452.729,11,,1584640,1584640,60576164,105863296,,,
1775544479.695,12,,1588216,1588216,60576168,105863300,,,
1775544506.533,13,,1590848,1590848,60576172,105863304,,,
1775544532.841,14,,1592772,1592772,60576180,105863308,,,
1775544559.159,15,,1596500,1596500,60576184,105863316,,,
1775544585.219,16,,1598388,1598388,60576188,105863320,,,
1775544611.014,17,,1601368,1601368,60576192,105863324,,,
1775544636.596,18,,1602816,1602816,60576196,105863328,,,
1775544661.750,19,,1602848,1602848,60576200,105863332,,,
1775544686.918,20,,1605844,1605844,60576204,105863336,,,
1775544712.144,21,,1607504,1607504,60576208,105863340,,,
1775544737.297,22,,1608296,1608296,60576212,105863344,,,
1775544762.431,23,,1610252,1610252,60576216,105863348,,,
1775544787.777,24,,1610892,1610892,60576220,105863352,,,
1775544812.861,25,,1612580,1612580,60576224,105863356,,,
1775544838.013,26,,1614984,1614984,60576228,105863360,,,
1775544862.983,27,,1616216,1616216,60576232,105863364,,,
1775544887.283,28,,1617520,1617520,60576236,105863368,,,
1775544911.634,29,,1619616,1619616,60576240,105863372,,,
1775544935.917,30,,1621088,1621088,60576244,105863376,,,
1775544960.384,31,,1622136,1622136,60576248,105863380,,,
1775544984.829,32,,1623400,1623400,60576252,105863384,,,
1775545009.329,33,,1624360,1624360,60576260,105863388,,,
1775545033.039,34,,1624452,1624452,60576264,105863396,,,
1775545056.463,35,,1624700,1624700,60576272,105863400,,,
1775545079.970,36,,1625720,1625720,60576276,105863408,,,
1775545103.381,37,,1626984,1626984,60576284,105863412,,,
1775545126.769,38,,1626988,1626988,60576292,105863420,,,
1775545150.166,39,,1628988,1628988,60576300,105863428,,,
1775545173.267,40,,1631064,1631064,60576308,105863436,,,
1775545196.278,41,,1632384,1632384,60576316,105863444,,,
1775545219.330,42,,1634760,1634760,60576320,105863452,,,
1775545242.380,43,,1636064,1636064,60576328,105863456,,,
1775545265.223,44,,1636488,1636488,60576332,105863464,,,
1775545288.176,45,,1638552,1638552,60576340,105863468,,,
1775545311.237,46,,1640816,1640816,60576348,105863476,,,
1775545334.178,47,,1641236,1641236,60576356,105863484,,,
1775545357.257,48,,1642740,1642740,60576364,105863492,,,
