Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.790427,0.000000,0.790427,0.790427
Train Precision H1,1.000000,0.000000,1.000000,1.000000
Train Recall H1,0.004599,0.000000,0.004599,0.004599
Train F1 H1,0.009156,0.000000,0.009156,0.009156
Train AUC_ROC H1,0.508364,0.000000,0.508364,0.508364
Train AUC_PR H1,0.217021,0.000000,0.217021,0.217021
Train MCC H1,0.060286,0.000000,0.060286,0.060286
Train Brier H1,0.164783,0.000000,0.164783,0.164783
Train LogLoss H1,0.509051,0.000000,0.509051,0.509051
Train Pos_Rate_True H1,0.210541,0.000000,0.210541,0.210541
Train Pos_Rate_Pred H1,0.000968,0.000000,0.000968,0.000968
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.785239,0.000000,0.785239,0.785239
Validation Precision H1,0.000000,0.000000,0.000000,0.000000
Validation Recall H1,0.000000,0.000000,0.000000,0.000000
Validation F1 H1,0.000000,0.000000,0.000000,0.000000
Validation AUC_ROC H1,0.500000,0.000000,0.500000,0.500000
Validation AUC_PR H1,0.214761,0.000000,0.214761,0.214761
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.168640,0.000000,0.168640,0.168640
Validation LogLoss H1,0.520201,0.000000,0.520201,0.520201
Validation Pos_Rate_True H1,0.214761,0.000000,0.214761,0.214761
Validation Pos_Rate_Pred H1,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.798537,0.000000,0.798537,0.798537
Test Precision H1,0.000000,0.000000,0.000000,0.000000
Test Recall H1,0.000000,0.000000,0.000000,0.000000
Test F1 H1,0.000000,0.000000,0.000000,0.000000
Test AUC_ROC H1,0.500000,0.000000,0.500000,0.500000
Test AUC_PR H1,0.201463,0.000000,0.201463,0.201463
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.161089,0.000000,0.161089,0.161089
Test LogLoss H1,0.503064,0.000000,0.503064,0.503064
Test Pos_Rate_True H1,0.201463,0.000000,0.201463,0.201463
Test Pos_Rate_Pred H1,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
