ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775542938.837,0,,1545572,1557948,63549016,98532884,,,
1775542944.890,1,,1548040,1557948,63549028,98532884,,,
1775542950.756,2,,1550488,1557948,63549040,98532884,,,
1775542956.680,3,,1551856,1557948,63549052,98532884,,,
1775542962.557,4,,1552152,1557948,63549064,98532884,,,
1775542968.416,5,,1552900,1557948,63549072,98532884,,,
1775542974.393,6,,1554708,1557948,63549084,98532884,,,
1775542980.319,7,,1555184,1557948,63549096,98532884,,,
1775542986.311,8,,1556012,1557948,63549108,98532884,,,
1775542992.334,9,,1557168,1557948,63549116,98532884,,,
1775542998.374,10,,1558072,1558072,63549124,98532884,,,
1775543004.312,11,,1558320,1558320,63549136,98532884,,,
1775543010.162,12,,1558336,1558336,63549148,98532884,,,
1775543016.142,13,,1558792,1558792,63549156,98532884,,,
1775543022.095,14,,1558800,1558800,63549164,98532884,,,
1775543029.259,15,,1559032,1559032,63549172,98532884,,,
1775543036.517,16,,1559260,1559260,63549180,98532884,,,
1775543043.628,17,,1559720,1559720,63549188,98532884,,,
1775543050.766,18,,1560176,1560176,63549196,98532884,,,
1775543058.006,19,,1560416,1560416,63549204,98532884,,,
1775543065.226,20,,1560656,1560656,63549212,98532884,,,
1775543072.366,21,,1560892,1560892,63549220,98532884,,,
1775543079.502,22,,1560904,1560904,63549228,98532884,,,
1775543086.794,23,,1561148,1561148,63549236,98532884,,,
1775543093.931,24,,1561156,1561156,63549244,98532884,,,
1775543101.178,25,,1561420,1561420,63549252,98532884,,,
1775543108.516,26,,1561424,1561424,63549260,98532884,,,
1775543116.201,27,,1561976,1561976,63549268,98532884,,,
1775543124.568,28,,1562432,1562432,63549276,98532884,,,
1775543132.864,29,,1562436,1562436,63549284,98532884,,,
1775543141.319,30,,1562444,1562444,63549292,98532884,,,
1775543149.678,31,,1562456,1562456,63549304,98532884,,,
1775543158.098,32,,1562460,1562460,63549312,98532884,,,
1775543166.437,33,,1562692,1562692,63549320,98532884,,,
1775543174.766,34,,1562920,1562920,63549328,98532884,,,
1775543183.091,35,,1562924,1562924,63549336,98532884,,,
1775543191.469,36,,1562924,1562924,63549344,98532884,,,
1775543200.007,37,,1562924,1562924,63549352,98532884,,,
1775543209.297,38,,1562940,1562940,63549360,98532884,,,
1775543218.736,39,,1562940,1562940,63549368,98532884,,,
1775543228.128,40,,1563168,1563168,63549376,98532884,,,
1775543237.620,41,,1563192,1563192,63549384,98532884,,,
1775543247.107,42,,1563196,1563196,63549392,98532884,,,
1775543256.559,43,,1563196,1563196,63549400,98532884,,,
1775543266.028,44,,1563200,1563200,63549408,98532884,,,
1775543275.595,45,,1563204,1563204,63549416,98532884,,,
1775543285.083,46,,1563212,1563212,63549424,98532884,,,
1775543294.522,47,,1563220,1563220,63549432,98532884,,,
1775543304.921,48,,1563220,1563220,63549440,98532884,,,
1775543315.450,49,,1563220,1563220,63549448,98532884,,,
1775543325.888,50,,1563452,1563452,63549456,98532884,,,
1775543336.407,51,,1563452,1563452,63549468,98532884,,,
1775543346.850,52,,1563464,1563464,63549476,98532884,,,
1775543357.289,53,,1563472,1563472,63549484,98532884,,,
1775543367.618,54,,1563472,1563472,63549492,98532884,,,
1775543377.953,55,,1563476,1563476,63549500,98532884,,,
1775543388.660,56,,1563476,1563476,63549508,98532884,,,
1775543399.930,57,,1563476,1563476,63549516,98532884,,,
1775543411.178,58,,1563480,1563480,63549524,98532884,,,
1775543422.508,59,,1563480,1563480,63549532,98532884,,,
1775543433.752,60,,1563480,1563480,63549540,98532884,,,
1775543445.064,61,,1563712,1563712,63549548,98532884,,,
1775543456.373,62,,1563712,1563712,63549556,98532884,,,
1775543467.648,63,,1563712,1563712,63549564,98532884,,,
1775543479.284,64,,1563944,1563944,63549572,98532884,,,
1775543491.536,65,,1563952,1563952,63549580,98532884,,,
1775543503.723,66,,1564056,1564056,63549588,98532884,,,
1775543516.008,67,,1564056,1564056,63549596,98532884,,,
1775543528.208,68,,1564060,1564060,63549604,98532884,,,
1775543540.477,69,,1564068,1564068,63549612,98532884,,,
1775543552.731,70,,1564072,1564072,63549620,98532884,,,
1775543565.104,71,,1564080,1564080,63549632,98532884,,,
1775543578.042,72,,1564308,1564308,63549640,98532884,,,
1775543591.123,73,,1564308,1564308,63549648,98532884,,,
1775543604.259,74,,1564312,1564312,63549656,98532884,,,
1775543617.392,75,,1564536,1564536,63549664,98532884,,,
1775543630.585,76,,1564548,1564548,63549672,98532884,,,
1775543643.575,77,,1564548,1564548,63549680,98532884,,,
1775543656.741,78,,1564552,1564552,63549688,98532884,,,
1775543669.855,79,,1564552,1564552,63549696,98532884,,,
1775543685.081,80,,1564552,1564552,63549704,98532884,,,
1775543700.148,81,,1564556,1564556,63549712,98532884,,,
1775543715.787,82,,1564556,1564556,63549720,98532884,,,
1775543731.163,83,,1564772,1564772,63549728,98532884,,,
1775543746.630,84,,1564776,1564776,63549736,98532884,,,
1775543762.141,85,,1564780,1564780,63549744,98532884,,,
1775543779.979,86,,1564792,1564792,63549752,98532884,,,
1775543797.524,87,,1564796,1564796,63549760,98532884,,,
1775543815.644,88,,1564796,1564796,63549768,98532884,,,
1775543833.390,89,,1564804,1564804,63549776,98532884,,,
1775543851.267,90,,1564804,1564804,63549784,98532884,,,
1775543870.896,91,,1564808,1564808,63549792,98532884,,,
1775556355.066,0,,1532976,1545980,63577904,98561772,,,
1775556369.212,1,,1535596,1545980,63577916,98561772,,,
1775556383.411,2,,1536564,1545980,63577928,98561772,,,
1775556397.539,3,,1537088,1545980,63577940,98561772,,,
1775556411.490,4,,1538220,1545980,63577948,98561772,,,
1775556425.506,5,,1539424,1545980,63577956,98561772,,,
1775556439.741,6,,1540604,1545980,63577968,98561772,,,
1775556453.773,7,,1541064,1545980,63577976,98561772,,,
1775556467.862,8,,1541304,1545980,63577984,98561772,,,
1775556481.917,9,,1542232,1545980,63577996,98561772,,,
