ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775542213.903,0,,1622772,1624616,58024360,92540112,,,
1775542215.980,1,,1631212,1631212,58024372,92540112,,,
1775542218.018,2,,1634576,1634576,58024380,92540112,,,
1775542220.036,3,,1640216,1640216,58024388,92540112,,,
1775542222.074,4,,1645036,1645036,58024396,92540112,,,
1775542224.125,5,,1649252,1649252,58024404,92540112,,,
1775542226.208,6,,1653208,1653208,58024412,92540112,,,
1775542228.270,7,,1656668,1656668,58024420,92540112,,,
1775542230.319,8,,1661232,1661232,58024428,92540112,,,
1775542232.378,9,,1665432,1665432,58024440,92540112,,,
1775542234.372,10,,1670636,1670636,58024448,92540112,,,
1775542236.333,11,,1673244,1673244,58024456,92540112,,,
1775542238.308,12,,1678428,1678428,58024464,92540112,,,
1775542240.208,13,,1681564,1681564,58024472,92540112,,,
1775542242.082,14,,1685516,1685516,58024480,92540112,,,
1775542243.939,15,,1687188,1687188,58024488,92540112,,,
1775542245.785,16,,1690528,1690528,58024496,92540112,,,
1775542247.688,17,,1691272,1691272,58024504,92540112,,,
1775542249.564,18,,1695692,1695692,58024512,92540112,,,
1775542251.398,19,,1699316,1699316,58024520,92540112,,,
1775542253.244,20,,1700940,1700940,58024528,92540112,,,
1775542255.113,21,,1703224,1703224,58024536,92540112,,,
1775542256.929,22,,1704332,1704332,58024548,92540112,,,
1775542258.771,23,,1708068,1708068,58024556,92540112,,,
1775542260.608,24,,1711224,1711224,58024564,92540112,,,
1775542262.443,25,,1712884,1712884,58024572,92540112,,,
1775542264.279,26,,1717732,1717732,58024580,92540112,,,
1775542266.123,27,,1722544,1722544,58024588,92540112,,,
1775542267.978,28,,1722548,1722548,58024596,92540112,,,
1775542269.812,29,,1724000,1724000,58024604,92540112,,,
1775542271.653,30,,1724412,1724412,58024612,92540112,,,
1775542273.519,31,,1726444,1726444,58024620,92540112,,,
1775542275.399,32,,1727692,1727692,58024628,92540112,,,
1775542277.264,33,,1730436,1730436,58024636,92540112,,,
1775542279.141,34,,1731256,1731256,58024644,92540112,,,
1775542280.974,35,,1731260,1731260,58024652,92540112,,,
1775542282.812,36,,1733392,1733392,58024660,92540112,,,
1775542284.629,37,,1734640,1734640,58024668,92540112,,,
1775542286.484,38,,1735264,1735264,58024676,92540112,,,
1775542288.343,39,,1735268,1735268,58024684,92540112,,,
1775542290.195,40,,1740244,1740244,58024692,92540112,,,
1775542292.108,41,,1740252,1740252,58024704,92540112,,,
1775542294.064,42,,1741084,1741084,58024712,92540112,,,
1775542296.019,43,,1742744,1742744,58024720,92540112,,,
1775542298.007,44,,1742752,1742752,58024728,92540112,,,
1775542299.943,45,,1743376,1743376,58024736,92540112,,,
1775542301.909,46,,1746704,1746704,58024744,92540112,,,
1775542303.897,47,,1747132,1747132,58024752,92540112,,,
1775542305.910,48,,1747140,1747140,58024760,92540112,,,
1775542307.962,49,,1747968,1747968,58024768,92540112,,,
1775542309.942,50,,1750272,1750272,58024776,92540112,,,
1775542311.928,51,,1750480,1750480,58024784,92540112,,,
1775542313.931,52,,1751296,1751296,58024792,92540112,,,
1775542315.962,53,,1751972,1751972,58024800,92540112,,,
1775542317.978,54,,1751972,1751972,58024808,92540112,,,
1775542320.010,55,,1754048,1754048,58024816,92540112,,,
1775542321.991,56,,1754056,1754056,58024824,92540112,,,
1775542323.976,57,,1755564,1755564,58024832,92540112,,,
1775542325.985,58,,1755568,1755568,58024840,92540112,,,
1775542327.984,59,,1756448,1756448,58024848,92540112,,,
1775542329.963,60,,1757696,1757696,58024856,92540112,,,
1775542331.943,61,,1758740,1758740,58024868,92540112,,,
1775542333.942,62,,1759572,1759572,58024876,92540112,,,
1775542335.971,63,,1760812,1760812,58024884,92540112,,,
1775542337.967,64,,1761220,1761220,58024892,92540112,,,
1775542339.964,65,,1761224,1761224,58024900,92540112,,,
1775542341.967,66,,1761432,1761432,58024908,92540112,,,
1775542343.975,67,,1761440,1761440,58024916,92540112,,,
1775542345.995,68,,1761860,1761860,58024924,92540112,,,
1775542348.021,69,,1761864,1761864,58024932,92540112,,,
1775542350.015,70,,1762072,1762072,58024940,92540112,,,
1775542352.007,71,,1762076,1762076,58024948,92540112,,,
1775542354.008,72,,1762224,1762224,58024956,92540112,,,
1775542356.033,73,,1762228,1762228,58024964,92540112,,,
1775542358.058,74,,1762848,1762848,58024972,92540112,,,
1775542360.079,75,,1764148,1764148,58024980,92540112,,,
1775542362.076,76,,1765184,1765184,58024988,92540112,,,
1775542364.087,77,,1765436,1765436,58024996,92540112,,,
1775542366.131,78,,1765436,1765436,58025004,92540112,,,
1775542368.174,79,,1765448,1765448,58025012,92540112,,,
1775542370.164,80,,1766484,1766484,58025020,92540112,,,
1775542372.123,81,,1767336,1767336,58025032,92540112,,,
1775542374.113,82,,1767340,1767340,58025040,92540112,,,
1775542376.135,83,,1768020,1768020,58025048,92540112,,,
1775542378.132,84,,1768656,1768656,58025056,92540112,,,
1775542380.127,85,,1768660,1768660,58025064,92540112,,,
1775542382.144,86,,1768696,1768696,58025072,92540112,,,
1775542384.253,87,,1768708,1768708,58025080,92540112,,,
1775542386.358,88,,1768708,1768708,58025088,92540112,,,
1775542388.507,89,,1771500,1771500,58025096,92540112,,,
1775542390.616,90,,1771504,1771504,58025104,92540112,,,
1775542392.808,91,,1771716,1771716,58025112,92540112,,,
1775542395.012,92,,1771716,1771716,58025120,92540112,,,
1775542397.270,93,,1773128,1773128,58025128,92540112,,,
1775542399.518,94,,1773132,1773132,58025136,92540112,,,
1775542401.716,95,,1773132,1773132,58025144,92540112,,,
1775542403.948,96,,1773136,1773136,58025152,92540112,,,
1775542406.232,97,,1774584,1774584,58025160,92540112,,,
1775542408.532,98,,1775088,1775088,58025168,92540112,,,
1775542410.802,99,,1775088,1775088,58025176,92540112,,,
1775542413.018,100,,1775916,1775916,58025180,92540112,,,
1775542415.259,101,,1775952,1775952,58025188,92540112,,,
1775546064.947,0,,1608836,1614516,58024360,92539348,,,
1775546085.830,1,,1617680,1617680,58024372,92539348,,,
1775546106.690,2,,1622656,1622656,58024380,92539348,,,
1775546127.178,3,,1628516,1628516,58024388,92539348,,,
1775546148.312,4,,1633388,1633388,58024396,92539348,,,
1775546169.438,5,,1636664,1636664,58024404,92539348,,,
1775546190.964,6,,1640388,1640388,58024412,92539348,,,
1775546212.031,7,,1643428,1643428,58024420,92539348,,,
1775546233.166,8,,1647940,1647940,58024428,92539348,,,
1775546254.478,9,,1651900,1651900,58024440,92539348,,,
1775546275.864,10,,1653180,1653180,58024448,92539348,,,
1775546297.073,11,,1656380,1656380,58024456,92539348,,,
1775546318.010,12,,1657180,1657180,58024464,92539348,,,
1775546339.234,13,,1660336,1660336,58024472,92539348,,,
1775546360.635,14,,1661592,1661592,58024480,92539348,,,
1775546381.809,15,,1663776,1663776,58024488,92539348,,,
1775546402.915,16,,1666532,1666532,58024496,92539348,,,
1775546424.511,17,,1668788,1668788,58024504,92539348,,,
1775546446.401,18,,1670656,1670656,58024512,92539348,,,
1775546468.372,19,,1672016,1672016,58024520,92539348,,,
1775546490.143,20,,1673688,1673688,58024528,92539348,,,
1775546512.070,21,,1674520,1674520,58024536,92539348,,,
1775546534.042,22,,1675144,1675144,58024548,92539348,,,
1775546556.097,23,,1676244,1676244,58024556,92539348,,,
1775546577.858,24,,1679352,1679352,58024564,92539348,,,
1775546599.817,25,,1680740,1680740,58024572,92539348,,,
1775546621.779,26,,1683848,1683848,58024580,92539348,,,
1775546643.778,27,,1685892,1685892,58024588,92539348,,,
1775546665.652,28,,1685892,1685892,58024596,92539348,,,
1775546687.480,29,,1687632,1687632,58024604,92539348,,,
1775546709.043,30,,1689276,1689276,58024612,92539348,,,
1775546730.864,31,,1690736,1690736,58024620,92539348,,,
1775546752.544,32,,1692452,1692452,58024628,92539348,,,
1775546774.397,33,,1693496,1693496,58024636,92539348,,,
1775546796.188,34,,1693496,1693496,58024644,92539348,,,
1775546817.880,35,,1697020,1697020,58024652,92539348,,,
1775546839.578,36,,1697848,1697848,58024660,92539348,,,
1775546861.463,37,,1698820,1698820,58024668,92539348,,,
1775546883.104,38,,1699868,1699868,58024676,92539348,,,
1775546905.053,39,,1700076,1700076,58024684,92539348,,,
1775546926.720,40,,1700560,1700560,58024692,92539348,,,
1775546948.633,41,,1702236,1702236,58024704,92539348,,,
1775546970.264,42,,1702800,1702800,58024712,92539348,,,
1775546991.987,43,,1703004,1703004,58024720,92539348,,,
1775547013.529,44,,1703008,1703008,58024728,92539348,,,
1775547035.413,45,,1704664,1704664,58024736,92539348,,,
1775547057.222,46,,1705976,1705976,58024744,92539348,,,
1775547079.184,47,,1706604,1706604,58024752,92539348,,,
1775547100.969,48,,1707224,1707224,58024760,92539348,,,
1775547122.793,49,,1708680,1708680,58024768,92539348,,,
1775547144.589,50,,1709352,1709352,58024776,92539348,,,
1775547166.405,51,,1710264,1710264,58024784,92539348,,,
1775547188.070,52,,1710908,1710908,58024792,92539348,,,
1775547209.760,53,,1712372,1712372,58024800,92539348,,,
1775547231.617,54,,1712788,1712788,58024808,92539348,,,
1775547253.464,55,,1712796,1712796,58024816,92539348,,,
1775547275.314,56,,1712800,1712800,58024824,92539348,,,
1775547297.031,57,,1713420,1713420,58024832,92539348,,,
1775547318.747,58,,1714044,1714044,58024840,92539348,,,
1775547340.564,59,,1714288,1714288,58024848,92539348,,,
1775547362.279,60,,1714708,1714708,58024856,92539348,,,
1775547384.075,61,,1715168,1715168,58024868,92539348,,,
1775547405.985,62,,1715368,1715368,58024876,92539348,,,
1775547427.752,63,,1717292,1717292,58024884,92539348,,,
1775547449.600,64,,1717912,1717912,58024892,92539348,,,
1775547471.210,65,,1718744,1718744,58024900,92539348,,,
1775547492.892,66,,1718952,1718952,58024908,92539348,,,
1775547514.658,67,,1720188,1720188,58024916,92539348,,,
1775547536.659,68,,1720188,1720188,58024924,92539348,,,
1775547558.430,69,,1720192,1720192,58024932,92539348,,,
1775547580.263,70,,1720204,1720204,58024940,92539348,,,
1775547602.134,71,,1720208,1720208,58024948,92539348,,,
