Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.580721,0.000000,0.580721,0.580721
Train Precision H1,0.264328,0.000000,0.264328,0.264328
Train Recall H1,0.555995,0.000000,0.555995,0.555995
Train F1 H1,0.358310,0.000000,0.358310,0.358310
Train AUC_ROC H1,0.599623,0.000000,0.599623,0.599623
Train AUC_PR H1,0.294952,0.000000,0.294952,0.294952
Train MCC H1,0.117624,0.000000,0.117624,0.117624
Train Brier H1,0.247123,0.000000,0.247123,0.247123
Train LogLoss H1,0.687597,0.000000,0.687597,0.687597
Train Pos_Rate_True H1,0.210541,0.000000,0.210541,0.210541
Train Pos_Rate_Pred H1,0.442857,0.000000,0.442857,0.442857
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.525253,0.000000,0.525253,0.525253
Validation Precision H1,0.243775,0.000000,0.243775,0.243775
Validation Recall H1,0.592357,0.000000,0.592357,0.592357
Validation F1 H1,0.345404,0.000000,0.345404,0.345404
Validation AUC_ROC H1,0.556082,0.000000,0.556082,0.556082
Validation AUC_PR H1,0.255949,0.000000,0.255949,0.255949
Validation MCC H1,0.081384,0.000000,0.081384,0.081384
Validation Brier H1,0.251333,0.000000,0.251333,0.251333
Validation LogLoss H1,0.695873,0.000000,0.695873,0.695873
Validation Pos_Rate_True H1,0.211448,0.000000,0.211448,0.211448
Validation Pos_Rate_Pred H1,0.513805,0.000000,0.513805,0.513805
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.263300,0.000000,0.263300,0.263300
Test Precision H1,0.250516,0.000000,0.250516,0.250516
Test Recall H1,0.986450,0.000000,0.986450,0.986450
Test F1 H1,0.399561,0.000000,0.399561,0.399561
Test AUC_ROC H1,0.503907,0.000000,0.503907,0.503907
Test AUC_PR H1,0.241340,0.000000,0.241340,0.241340
Test MCC H1,0.031675,0.000000,0.031675,0.031675
Test Brier H1,0.318862,0.000000,0.318862,0.318862
Test LogLoss H1,0.834865,0.000000,0.834865,0.834865
Test Pos_Rate_True H1,0.248485,0.000000,0.248485,0.248485
Test Pos_Rate_Pred H1,0.978451,0.000000,0.978451,0.978451
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
