Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.264885,0.000000,0.264885,0.264885
Train Precision H1,0.245833,0.000000,0.245833,0.245833
Train Recall H1,0.966121,0.000000,0.966121,0.966121
Train F1 H1,0.391937,0.000000,0.391937,0.391937
Train AUC_ROC H1,0.510263,0.000000,0.510263,0.510263
Train AUC_PR H1,0.258307,0.000000,0.258307,0.258307
Train MCC H1,0.007313,0.000000,0.007313,0.007313
Train Brier H1,0.256966,0.000000,0.256966,0.256966
Train LogLoss H1,0.707093,0.000000,0.707093,0.707093
Train Pos_Rate_True H1,0.245223,0.000000,0.245223,0.245223
Train Pos_Rate_Pred H1,0.963722,0.000000,0.963722,0.963722
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.255177,0.000000,0.255177,0.255177
Validation Precision H1,0.255177,0.000000,0.255177,0.255177
Validation Recall H1,1.000000,0.000000,1.000000,1.000000
Validation F1 H1,0.406599,0.000000,0.406599,0.406599
Validation AUC_ROC H1,0.506195,0.000000,0.506195,0.506195
Validation AUC_PR H1,0.253190,0.000000,0.253190,0.253190
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.257248,0.000000,0.257248,0.257248
Validation LogLoss H1,0.707646,0.000000,0.707646,0.707646
Validation Pos_Rate_True H1,0.255177,0.000000,0.255177,0.255177
Validation Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.256513,0.000000,0.256513,0.256513
Test Precision H1,0.256513,0.000000,0.256513,0.256513
Test Recall H1,1.000000,0.000000,1.000000,1.000000
Test F1 H1,0.408293,0.000000,0.408293,0.408293
Test AUC_ROC H1,0.499551,0.000000,0.499551,0.499551
Test AUC_PR H1,0.256513,0.000000,0.256513,0.256513
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.257209,0.000000,0.257209,0.257209
Test LogLoss H1,0.707569,0.000000,0.707569,0.707569
Test Pos_Rate_True H1,0.256513,0.000000,0.256513,0.256513
Test Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
