Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.545631,0.000000,0.545631,0.545631
Train Precision H1,0.279988,0.000000,0.279988,0.279988
Train Recall H1,0.547416,0.000000,0.547416,0.547416
Train F1 H1,0.370484,0.000000,0.370484,0.370484
Train AUC_ROC H1,0.563876,0.000000,0.563876,0.563876
Train AUC_PR H1,0.299984,0.000000,0.299984,0.299984
Train MCC H1,0.079538,0.000000,0.079538,0.079538
Train Brier H1,0.248671,0.000000,0.248671,0.248671
Train LogLoss H1,0.690508,0.000000,0.690508,0.690508
Train Pos_Rate_True H1,0.244244,0.000000,0.244244,0.244244
Train Pos_Rate_Pred H1,0.477531,0.000000,0.477531,0.477531
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.465320,0.000000,0.465320,0.465320
Validation Precision H1,0.259300,0.000000,0.259300,0.259300
Validation Recall H1,0.669492,0.000000,0.669492,0.669492
Validation F1 H1,0.373817,0.000000,0.373817,0.373817
Validation AUC_ROC H1,0.551737,0.000000,0.551737,0.551737
Validation AUC_PR H1,0.277831,0.000000,0.277831,0.277831
Validation MCC H1,0.062105,0.000000,0.062105,0.062105
Validation Brier H1,0.253691,0.000000,0.253691,0.253691
Validation LogLoss H1,0.700556,0.000000,0.700556,0.700556
Validation Pos_Rate_True H1,0.238384,0.000000,0.238384,0.238384
Validation Pos_Rate_Pred H1,0.615488,0.000000,0.615488,0.615488
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.301010,0.000000,0.301010,0.301010
Test Precision H1,0.297279,0.000000,0.297279,0.297279
Test Recall H1,0.988688,0.000000,0.988688,0.988688
Test F1 H1,0.457113,0.000000,0.457113,0.457113
Test AUC_ROC H1,0.504100,0.000000,0.504100,0.504100
Test AUC_PR H1,0.300606,0.000000,0.300606,0.300606
Test MCC H1,-0.007885,0.000000,-0.007885,-0.007885
Test Brier H1,0.283704,0.000000,0.283704,0.283704
Test LogLoss H1,0.761289,0.000000,0.761289,0.761289
Test Pos_Rate_True H1,0.297643,0.000000,0.297643,0.297643
Test Pos_Rate_Pred H1,0.989899,0.000000,0.989899,0.989899
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
