ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775559121.219,0,,1602520,1611544,58134544,92582000,,,
1775559134.684,1,,1612200,1612200,58134556,92582000,,,
1775559148.270,2,,1617732,1617732,58134568,92582000,,,
1775559161.748,3,,1619712,1619712,58134580,92582000,,,
1775559175.311,4,,1624312,1624312,58134588,92582000,,,
1775559188.854,5,,1629572,1629572,58134596,92582000,,,
1775559202.323,6,,1633636,1633636,58134604,92582000,,,
1775559215.855,7,,1638180,1638180,58134612,92582000,,,
1775559229.349,8,,1641816,1641816,58134624,92582000,,,
1775559242.813,9,,1642960,1642960,58134632,92582000,,,
