Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.225422,0.000000,0.225422,0.225422
Train Precision H1,0.212976,0.000000,0.212976,0.212976
Train Recall H1,0.990814,0.000000,0.990814,0.990814
Train F1 H1,0.350592,0.000000,0.350592,0.350592
Train AUC_ROC H1,0.495959,0.000000,0.495959,0.495959
Train AUC_PR H1,0.212435,0.000000,0.212435,0.212435
Train MCC H1,0.035099,0.000000,0.035099,0.035099
Train Brier H1,0.254084,0.000000,0.254084,0.254084
Train LogLoss H1,0.701320,0.000000,0.701320,0.701320
Train Pos_Rate_True H1,0.211022,0.000000,0.211022,0.211022
Train Pos_Rate_Pred H1,0.981723,0.000000,0.981723,0.981723
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.213761,0.000000,0.213761,0.213761
Validation Precision H1,0.213761,0.000000,0.213761,0.213761
Validation Recall H1,1.000000,0.000000,1.000000,1.000000
Validation F1 H1,0.352229,0.000000,0.352229,0.352229
Validation AUC_ROC H1,0.458253,0.000000,0.458253,0.458253
Validation AUC_PR H1,0.196129,0.000000,0.196129,0.196129
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.253694,0.000000,0.253694,0.253694
Validation LogLoss H1,0.700536,0.000000,0.700536,0.700536
Validation Pos_Rate_True H1,0.213761,0.000000,0.213761,0.213761
Validation Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.249165,0.000000,0.249165,0.249165
Test Precision H1,0.249165,0.000000,0.249165,0.249165
Test Recall H1,1.000000,0.000000,1.000000,1.000000
Test F1 H1,0.398930,0.000000,0.398930,0.398930
Test AUC_ROC H1,0.506770,0.000000,0.506770,0.506770
Test AUC_PR H1,0.244305,0.000000,0.244305,0.244305
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.253176,0.000000,0.253176,0.253176
Test LogLoss H1,0.699499,0.000000,0.699499,0.699499
Test Pos_Rate_True H1,0.249165,0.000000,0.249165,0.249165
Test Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
