ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775543579.215,0,,1379268,1392880,74803336,78181792,,,
1775543591.675,1,,1389972,1392880,74803344,84077312,,,
1775543604.124,2,,1393840,1393840,74803352,84077312,,,
1775543616.448,3,,1399316,1399316,74803356,84077328,,,
1775543628.876,4,,1403800,1403800,74803364,84077328,,,
1775543641.334,5,,1408120,1408120,74803372,84077328,,,
1775543653.735,6,,1412304,1412304,74803380,84077348,,,
1775543666.153,7,,1417496,1417496,74803384,84077348,,,
1775543679.718,8,,1421920,1421920,74803388,84077348,,,
1775543694.330,9,,1424368,1424368,74803396,84077348,,,
1775543708.571,10,,1426476,1426476,74803400,84077348,,,
1775543723.273,11,,1429808,1429808,74803404,84077348,,,
1775543737.826,12,,1432200,1432200,74803408,84077380,,,
1775543752.397,13,,1435888,1435888,74803412,84077380,,,
1775543767.519,14,,1437828,1437828,74803416,84077380,,,
1775543784.377,15,,1439708,1439708,74803424,84077380,,,
1775543800.948,16,,1442620,1442620,74803428,84077388,,,
1775543817.868,17,,1444752,1444752,74803432,84077388,,,
1775543834.669,18,,1447780,1447780,74803436,84077408,,,
1775543851.510,19,,1449912,1449912,74803440,84077408,,,
1775543870.006,20,,1451176,1451176,74803444,84077408,,,
1775543888.559,21,,1456160,1456160,74803448,84077408,,,
1775543906.774,22,,1456624,1456624,74803456,84077408,,,
1775543924.963,23,,1459332,1459332,74803460,84077408,,,
1775543942.783,24,,1461408,1461408,74803464,84077408,,,
1775543962.391,25,,1462792,1462792,74803468,84077408,,,
1775543982.372,26,,1463624,1463624,74803472,84077408,,,
1775544002.109,27,,1464468,1464468,74803476,84077408,,,
1775544021.792,28,,1464488,1464488,74803480,84077408,,,
1775544043.236,29,,1467724,1467724,74803484,84077408,,,
1775544065.323,30,,1468648,1468648,74803488,84077408,,,
1775544087.415,31,,1469628,1469628,74803492,84077408,,,
1775544109.488,32,,1470276,1470276,74803496,84077408,,,
1775544132.732,33,,1471536,1471536,74803500,84077408,,,
1775544156.745,34,,1472372,1472372,74803504,84077408,,,
1775544180.854,35,,1475284,1475284,74803508,84077408,,,
1775544204.412,36,,1475704,1475704,74803512,84077408,,,
1775544228.125,37,,1477488,1477488,74803520,84077408,,,
1775544251.744,38,,1478108,1478108,74803524,84077408,,,
1775544274.803,39,,1479632,1479632,74803528,84077408,,,
1775544297.967,40,,1481084,1481084,74803532,84077408,,,
1775544321.048,41,,1481104,1481104,74803536,84077408,,,
1775544344.134,42,,1482776,1482776,74803544,84077408,,,
1775544367.231,43,,1482848,1482848,74803552,84077408,,,
1775544390.439,44,,1483680,1483680,74803560,84077408,,,
1775544413.471,45,,1483892,1483892,74803564,84077408,,,
1775544436.708,46,,1485552,1485552,74803568,84077408,,,
1775544459.329,47,,1487068,1487068,74803572,84077408,,,
1775544481.998,48,,1487492,1487492,74803576,84077408,,,
1775544504.705,49,,1489568,1489568,74803580,84077408,,,
1775544526.832,50,,1489792,1489792,74803584,84077408,,,
1775544549.047,51,,1490424,1490424,74803588,84077408,,,
1775544571.242,52,,1492288,1492288,74803596,84077552,,,
1775544592.996,53,,1493136,1493136,74803600,84077552,,,
1775544614.685,54,,1493600,1493600,74803604,84077552,,,
1775544636.248,55,,1494428,1494428,74803608,84077552,,,
1775544657.465,56,,1494848,1494848,74803612,84077552,,,
1775544678.560,57,,1496508,1496508,74803616,84077552,,,
1775544699.819,58,,1497084,1497084,74803620,84077552,,,
1775544720.932,59,,1497720,1497720,74803628,84077552,,,
1775544742.136,60,,1497940,1497940,74803636,84077552,,,
1775544763.414,61,,1498628,1498628,74803640,84077552,,,
1775544784.731,62,,1499044,1499044,74803644,84077552,,,
1775544805.832,63,,1499052,1499052,74803652,84077552,,,
1775544827.023,64,,1499056,1499056,74803656,84077552,,,
1775544848.274,65,,1500112,1500112,74803660,84077552,,,
1775544868.837,66,,1500116,1500116,74803664,84077552,,,
1775544889.295,67,,1500816,1500816,74803668,84077552,,,
1775544909.849,68,,1501652,1501652,74803676,84077632,,,
1775544930.174,69,,1502068,1502068,74803680,84077640,,,
1775544950.644,70,,1502908,1502908,74803684,84077640,,,
1775544971.301,71,,1503604,1503604,74803688,84077640,,,
1775544991.822,72,,1504516,1504516,74803692,84077640,,,
1775545012.403,73,,1504996,1504996,74803696,84077640,,,
1775545032.284,74,,1505204,1505204,74803700,84077640,,,
1775545051.961,75,,1505572,1505572,74803704,84077640,,,
1775545071.571,76,,1505576,1505576,74803708,84077640,,,
1775545091.293,77,,1507436,1507436,74803712,84077640,,,
1775545110.950,78,,1507512,1507512,74803716,84077640,,,
1775545130.679,79,,1507580,1507580,74803720,84077640,,,
1775545150.281,80,,1508824,1508824,74803724,84077640,,,
1775545169.697,81,,1508832,1508832,74803732,84077640,,,
1775545189.016,82,,1509248,1509248,74803736,84077640,,,
1775545208.418,83,,1509248,1509248,74803740,84077640,,,
1775545227.724,84,,1509460,1509460,74803744,84077640,,,
1775545247.039,85,,1509824,1509824,74803748,84077640,,,
1775545266.267,86,,1510032,1510032,74803752,84077640,,,
1775545285.626,87,,1510864,1510864,74803756,84077640,,,
1775545304.898,88,,1510864,1510864,74803760,84077640,,,
1775545324.314,89,,1511460,1511460,74803764,84077640,,,
1775545343.513,90,,1512920,1512920,74803768,84077640,,,
1775545362.857,91,,1513780,1513780,74803772,84077640,,,
1775545382.112,92,,1513788,1513788,74803780,84077640,,,
1775545401.507,93,,1513796,1513796,74803784,84077640,,,
1775545420.753,94,,1513832,1513832,74803788,84077640,,,
1775545440.084,95,,1514440,1514440,74803792,84077640,,,
1775545459.455,96,,1515680,1515680,74803796,84077640,,,
1775545478.616,97,,1515684,1515684,74803800,84077640,,,
1775545498.045,98,,1515956,1515956,74803804,84077640,,,
1775545517.241,99,,1517608,1517608,74803812,84077640,,,
1775545536.746,100,,1518020,1518020,74803816,84077640,,,
1775545555.947,101,,1518056,1518056,74803820,84077640,,,
1775545575.453,102,,1518528,1518528,74803824,84077640,,,
1775545594.675,103,,1518580,1518580,74803828,84077640,,,
1775545614.058,104,,1518840,1518840,74803836,84077640,,,
1775545633.174,105,,1519444,1519444,74803844,84077640,,,
1775545652.514,106,,1519444,1519444,74803848,84077640,,,
1775545671.802,107,,1519444,1519444,74803852,84077640,,,
1775545691.288,108,,1519860,1519860,74803856,84077640,,,
1775545710.737,109,,1520064,1520064,74803860,84077640,,,
1775545730.318,110,,1520476,1520476,74803864,84077640,,,
1775545749.975,111,,1520480,1520480,74803868,84077640,,,
1775545769.532,112,,1520480,1520480,74803872,84077844,,,
1775545789.115,113,,1520696,1520696,74803876,84077844,,,
1775545809.006,114,,1521140,1521140,74803880,84077844,,,
1775545828.957,115,,1521144,1521144,74803884,84077844,,,
1775545848.838,116,,1521764,1521764,74803888,84077844,,,
1775545868.876,117,,1522604,1522604,74803892,84077852,,,
1775545889.132,118,,1523292,1523292,74803896,84077852,,,
1775545909.287,119,,1523300,1523300,74803904,84077852,,,
1775545929.518,120,,1523556,1523556,74803908,84077852,,,
1775545949.650,121,,1523556,1523556,74803912,84077884,,,
