Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.782543,0.000000,0.782543,0.782543
Train Precision H1,0.337662,0.000000,0.337662,0.337662
Train Recall H1,0.034166,0.000000,0.034166,0.034166
Train F1 H1,0.062053,0.000000,0.062053,0.062053
Train AUC_ROC H1,0.516947,0.000000,0.516947,0.516947
Train AUC_PR H1,0.223293,0.000000,0.223293,0.223293
Train MCC H1,0.046003,0.000000,0.046003,0.046003
Train Brier H1,0.237660,0.000000,0.237660,0.237660
Train LogLoss H1,0.668457,0.000000,0.668457,0.668457
Train Pos_Rate_True H1,0.210541,0.000000,0.210541,0.210541
Train Pos_Rate_Pred H1,0.021303,0.000000,0.021303,0.021303
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.785239,0.000000,0.785239,0.785239
Validation Precision H1,0.000000,0.000000,0.000000,0.000000
Validation Recall H1,0.000000,0.000000,0.000000,0.000000
Validation F1 H1,0.000000,0.000000,0.000000,0.000000
Validation AUC_ROC H1,0.494639,0.000000,0.494639,0.494639
Validation AUC_PR H1,0.210364,0.000000,0.210364,0.210364
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.237385,0.000000,0.237385,0.237385
Validation LogLoss H1,0.667899,0.000000,0.667899,0.667899
Validation Pos_Rate_True H1,0.214761,0.000000,0.214761,0.214761
Validation Pos_Rate_Pred H1,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.798537,0.000000,0.798537,0.798537
Test Precision H1,0.000000,0.000000,0.000000,0.000000
Test Recall H1,0.000000,0.000000,0.000000,0.000000
Test F1 H1,0.000000,0.000000,0.000000,0.000000
Test AUC_ROC H1,0.502468,0.000000,0.502468,0.502468
Test AUC_PR H1,0.203433,0.000000,0.203433,0.203433
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.236772,0.000000,0.236772,0.236772
Test LogLoss H1,0.666673,0.000000,0.666673,0.666673
Test Pos_Rate_True H1,0.201463,0.000000,0.201463,0.201463
Test Pos_Rate_Pred H1,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
