Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.939964,0.000000,0.939964,0.939964
Train Precision H1,0.901180,0.000000,0.901180,0.901180
Train Recall H1,0.802891,0.000000,0.802891,0.802891
Train F1 H1,0.849201,0.000000,0.849201,0.849201
Train AUC_ROC H1,0.980725,0.000000,0.980725,0.980725
Train AUC_PR H1,0.922496,0.000000,0.922496,0.922496
Train MCC H1,0.813988,0.000000,0.813988,0.813988
Train Brier H1,0.052324,0.000000,0.052324,0.052324
Train LogLoss H1,0.187900,0.000000,0.187900,0.187900
Train Pos_Rate_True H1,0.210541,0.000000,0.210541,0.210541
Train Pos_Rate_Pred H1,0.187578,0.000000,0.187578,0.187578
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.974069,0.000000,0.974069,0.974069
Validation Precision H1,0.915205,0.000000,0.915205,0.915205
Validation Recall H1,0.969040,0.000000,0.969040,0.969040
Validation F1 H1,0.941353,0.000000,0.941353,0.941353
Validation AUC_ROC H1,0.994498,0.000000,0.994498,0.994498
Validation AUC_PR H1,0.971643,0.000000,0.971643,0.971643
Validation MCC H1,0.925348,0.000000,0.925348,0.925348
Validation Brier H1,0.022357,0.000000,0.022357,0.022357
Validation LogLoss H1,0.096763,0.000000,0.096763,0.096763
Validation Pos_Rate_True H1,0.214761,0.000000,0.214761,0.214761
Validation Pos_Rate_Pred H1,0.227394,0.000000,0.227394,0.227394
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.976064,0.000000,0.976064,0.976064
Test Precision H1,0.921136,0.000000,0.921136,0.921136
Test Recall H1,0.963696,0.000000,0.963696,0.963696
Test F1 H1,0.941935,0.000000,0.941935,0.941935
Test AUC_ROC H1,0.994075,0.000000,0.994075,0.994075
Test AUC_PR H1,0.970297,0.000000,0.970297,0.970297
Test MCC H1,0.927245,0.000000,0.927245,0.927245
Test Brier H1,0.022081,0.000000,0.022081,0.022081
Test LogLoss H1,0.094578,0.000000,0.094578,0.094578
Test Pos_Rate_True H1,0.201463,0.000000,0.201463,0.201463
Test Pos_Rate_Pred H1,0.210771,0.000000,0.210771,0.210771
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
