Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.634150,0.000000,0.634150,0.634150
Train Precision H1,0.308430,0.000000,0.308430,0.308430
Train Recall H1,0.589777,0.000000,0.589777,0.589777
Train F1 H1,0.405041,0.000000,0.405041,0.405041
Train AUC_ROC H1,0.665180,0.000000,0.665180,0.665180
Train AUC_PR H1,0.335141,0.000000,0.335141,0.335141
Train MCC H1,0.196143,0.000000,0.196143,0.196143
Train Brier H1,0.221215,0.000000,0.221215,0.221215
Train LogLoss H1,0.631661,0.000000,0.631661,0.631661
Train Pos_Rate_True H1,0.211153,0.000000,0.211153,0.211153
Train Pos_Rate_Pred H1,0.403764,0.000000,0.403764,0.403764
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.552597,0.000000,0.552597,0.552597
Validation Precision H1,0.214754,0.000000,0.214754,0.214754
Validation Recall H1,0.404321,0.000000,0.404321,0.404321
Validation F1 H1,0.280514,0.000000,0.280514,0.280514
Validation AUC_ROC H1,0.510433,0.000000,0.510433,0.510433
Validation AUC_PR H1,0.226636,0.000000,0.226636,0.226636
Validation MCC H1,-0.001927,0.000000,-0.001927,-0.001927
Validation Brier H1,0.247407,0.000000,0.247407,0.247407
Validation LogLoss H1,0.688789,0.000000,0.688789,0.688789
Validation Pos_Rate_True H1,0.215712,0.000000,0.215712,0.215712
Validation Pos_Rate_Pred H1,0.406125,0.000000,0.406125,0.406125
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.625832,0.000000,0.625832,0.625832
Test Precision H1,0.191283,0.000000,0.191283,0.191283
Test Recall H1,0.257329,0.000000,0.257329,0.257329
Test F1 H1,0.219444,0.000000,0.219444,0.219444
Test AUC_ROC H1,0.487536,0.000000,0.487536,0.487536
Test AUC_PR H1,0.194270,0.000000,0.194270,0.194270
Test MCC H1,-0.020022,0.000000,-0.020022,-0.020022
Test Brier H1,0.227996,0.000000,0.227996,0.227996
Test LogLoss H1,0.650239,0.000000,0.650239,0.650239
Test Pos_Rate_True H1,0.204394,0.000000,0.204394,0.204394
Test Pos_Rate_Pred H1,0.274967,0.000000,0.274967,0.274967
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
