Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.789401,0.000000,0.789401,0.789401
Train Precision H1,0.000000,0.000000,0.000000,0.000000
Train Recall H1,0.000000,0.000000,0.000000,0.000000
Train F1 H1,0.000000,0.000000,0.000000,0.000000
Train AUC_ROC H1,0.494831,0.000000,0.494831,0.494831
Train AUC_PR H1,0.209317,0.000000,0.209317,0.209317
Train MCC H1,0.000000,0.000000,0.000000,0.000000
Train Brier H1,0.248572,0.000000,0.248572,0.248572
Train LogLoss H1,0.690290,0.000000,0.690290,0.690290
Train Pos_Rate_True H1,0.210599,0.000000,0.210599,0.210599
Train Pos_Rate_Pred H1,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.784953,0.000000,0.784953,0.784953
Validation Precision H1,0.000000,0.000000,0.000000,0.000000
Validation Recall H1,0.000000,0.000000,0.000000,0.000000
Validation F1 H1,0.000000,0.000000,0.000000,0.000000
Validation AUC_ROC H1,0.500000,0.000000,0.500000,0.500000
Validation AUC_PR H1,0.215047,0.000000,0.215047,0.215047
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.248594,0.000000,0.248594,0.248594
Validation LogLoss H1,0.690334,0.000000,0.690334,0.690334
Validation Pos_Rate_True H1,0.215047,0.000000,0.215047,0.215047
Validation Pos_Rate_Pred H1,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.798935,0.000000,0.798935,0.798935
Test Precision H1,0.000000,0.000000,0.000000,0.000000
Test Recall H1,0.000000,0.000000,0.000000,0.000000
Test F1 H1,0.000000,0.000000,0.000000,0.000000
Test AUC_ROC H1,0.500000,0.000000,0.500000,0.500000
Test AUC_PR H1,0.201065,0.000000,0.201065,0.201065
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.248524,0.000000,0.248524,0.248524
Test LogLoss H1,0.690196,0.000000,0.690196,0.690196
Test Pos_Rate_True H1,0.201065,0.000000,0.201065,0.201065
Test Pos_Rate_Pred H1,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
