ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775543305.490,0,,1380760,1394444,74803336,78149024,,,
1775543315.260,1,,1390852,1394444,74803344,84044280,,,
1775543325.075,2,,1395452,1395452,74803348,84060832,,,
1775543334.893,3,,1398640,1398640,74803352,84060940,,,
1775543344.735,4,,1404356,1404356,74803360,84060944,,,
1775543354.436,5,,1408752,1408752,74803368,84060944,,,
1775543364.162,6,,1416028,1416028,74803372,84060960,,,
1775543374.102,7,,1420836,1420836,74803380,84060960,,,
1775543384.006,8,,1425368,1425368,74803384,84060972,,,
1775543394.610,9,,1429228,1429228,74803392,84060972,,,
1775543405.126,10,,1432860,1432860,74803396,84060984,,,
1775543415.792,11,,1436888,1436888,74803400,84060984,,,
1775543426.326,12,,1439908,1439908,74803404,84060984,,,
1775543436.804,13,,1442656,1442656,74803408,84060984,,,
1775543447.357,14,,1444516,1444516,74803412,84060984,,,
1775543457.856,15,,1445724,1445724,74803416,84060984,,,
1775543468.567,16,,1447600,1447600,74803420,84060984,,,
1775543479.491,17,,1448028,1448028,74803424,84060984,,,
1775543490.876,18,,1450624,1450624,74803428,84061012,,,
1775543502.323,19,,1453996,1453996,74803432,84061012,,,
1775543513.722,20,,1455336,1455336,74803436,84061012,,,
1775543525.170,21,,1456756,1456756,74803440,84061024,,,
1775543536.529,22,,1459656,1459656,74803444,84061024,,,
1775543547.811,23,,1461324,1461324,74803448,84061024,,,
1775543559.270,24,,1462784,1462784,74803452,84061024,,,
1775543571.037,25,,1466932,1466932,74803456,84061024,,,
1775543583.242,26,,1469480,1469480,74803460,84061024,,,
1775543595.394,27,,1472596,1472596,74803464,84061024,,,
1775543607.476,28,,1473396,1473396,74803472,84061024,,,
1775543619.615,29,,1474036,1474036,74803476,84061024,,,
1775543631.771,30,,1477556,1477556,74803480,84061024,,,
1775543644.000,31,,1478120,1478120,74803484,84061024,,,
1775543656.365,32,,1480228,1480228,74803488,84061024,,,
1775543668.591,33,,1483344,1483344,74803492,84061024,,,
1775543682.465,34,,1484592,1484592,74803496,84061024,,,
1775543696.876,35,,1485680,1485680,74803500,84061024,,,
1775543710.789,36,,1487476,1487476,74803504,84061024,,,
1775543725.141,37,,1487508,1487508,74803508,84061024,,,
1775543739.482,38,,1487928,1487928,74803512,84061024,,,
1775543753.893,39,,1488976,1488976,74803516,84061024,,,
1775543769.089,40,,1489408,1489408,74803520,84061024,,,
1775543785.664,41,,1489628,1489628,74803524,84061100,,,
1775543802.087,42,,1490320,1490320,74803528,84061100,,,
1775543818.835,43,,1490328,1490328,74803532,84061100,,,
1775543835.578,44,,1490956,1490956,74803536,84061100,,,
1775543852.294,45,,1491224,1491224,74803540,84061100,,,
1775543870.764,46,,1492448,1492448,74803544,84061100,,,
1775543889.155,47,,1494360,1494360,74803552,84061100,,,
1775543907.214,48,,1495044,1495044,74803556,84061100,,,
1775543925.238,49,,1496928,1496928,74803560,84061100,,,
1775543943.012,50,,1497560,1497560,74803564,84061100,,,
1775543962.496,51,,1498600,1498600,74803568,84061100,,,
1775543982.287,52,,1499844,1499844,74803572,84061100,,,
1775544002.023,53,,1500480,1500480,74803576,84061100,,,
1775544021.653,54,,1500900,1500900,74803580,84061100,,,
1775544042.928,55,,1502156,1502156,74803584,84061100,,,
1775544064.781,56,,1502156,1502156,74803588,84061100,,,
1775544086.627,57,,1502164,1502164,74803592,84061100,,,
1775544108.619,58,,1503872,1503872,74803596,84061100,,,
1775544131.662,59,,1503724,1503812,74803600,84061100,,,
1775544155.521,60,,1503740,1503812,74803608,84061100,,,
1775544179.530,61,,1503756,1503812,74803612,84061100,,,
1775544203.160,62,,1503272,1503812,74803616,84061100,,,
1775544226.836,63,,1503288,1503812,74803624,84061100,,,
1775544250.459,64,,1503772,1503812,74803632,84061100,,,
1775544273.532,65,,1503944,1503944,74803636,84061100,,,
1775544296.569,66,,1504568,1504568,74803640,84061100,,,
1775544319.406,67,,1504572,1504572,74803644,84061100,,,
1775544342.608,68,,1505456,1505456,74803652,84061100,,,
1775544365.641,69,,1505460,1505460,74803660,84061100,,,
1775544388.900,70,,1506504,1506504,74803668,84061100,,,
1775544412.000,71,,1507124,1507124,74803676,84061100,,,
1775544435.077,72,,1508560,1508560,74803680,84061100,,,
1775544457.701,73,,1508568,1508644,74803684,84061100,,,
1775544480.262,74,,1508572,1508644,74803688,84061100,,,
1775544502.899,75,,1508784,1508784,74803696,84061100,,,
1775544524.996,76,,1508800,1508800,74803704,84061100,,,
1775544547.079,77,,1510048,1510048,74803712,84061100,,,
1775544569.244,78,,1510964,1510964,74803716,84061100,,,
1775544590.683,79,,1511176,1511176,74803720,84061100,,,
1775544612.017,80,,1511184,1511184,74803728,84061100,,,
1775544633.618,81,,1511388,1511388,74803736,84061100,,,
1775544654.776,82,,1512636,1512636,74803744,84061100,,,
1775544675.701,83,,1512860,1512860,74803752,84061100,,,
1775544696.980,84,,1513304,1513304,74803760,84061100,,,
1775544717.977,85,,1513776,1513776,74803768,84061100,,,
1775544739.048,86,,1514192,1514192,74803776,84061100,,,
1775544760.185,87,,1514196,1514196,74803780,84061100,,,
1775544781.193,88,,1514400,1514400,74803784,84061100,,,
1775544802.289,89,,1514612,1514612,74803792,84061100,,,
1775544823.454,90,,1514616,1514616,74803800,84061100,,,
1775544844.463,91,,1515444,1515444,74803804,84061100,,,
1775544865.104,92,,1515472,1515472,74803812,84061100,,,
1775544885.300,93,,1516144,1516144,74803816,84061100,,,
1775544905.616,94,,1516144,1516144,74803820,84061100,,,
1775544925.789,95,,1516188,1516188,74803828,84061100,,,
1775544946.338,96,,1516408,1516408,74803836,84061100,,,
1775544966.777,97,,1517096,1517096,74803840,84061100,,,
1775544987.228,98,,1517304,1517304,74803844,84061100,,,
1775545007.590,99,,1517924,1517924,74803848,84061100,,,
1775545027.613,100,,1517944,1517944,74803856,84061100,,,
1775545047.221,101,,1518316,1518316,74803864,84061100,,,
1775545066.847,102,,1518316,1518316,74803868,84061100,,,
1775545086.414,103,,1518316,1518316,74803872,84061100,,,
1775545106.028,104,,1518320,1518320,74803880,84061100,,,
1775545125.624,105,,1519372,1519372,74803884,84061100,,,
1775545145.243,106,,1520452,1520452,74803892,84061100,,,
1775545164.635,107,,1520660,1520660,74803896,84061100,,,
1775545183.843,108,,1520872,1520872,74803900,84061100,,,
1775545202.963,109,,1520876,1520876,74803904,84061100,,,
1775545222.080,110,,1521704,1521704,74803908,84061100,,,
1775545241.362,111,,1521768,1521768,74803916,84061100,,,
1775545260.501,112,,1521768,1521768,74803924,84061100,,,
1775545279.533,113,,1522044,1522044,74803928,84061100,,,
1775545298.765,114,,1522044,1522044,74803936,84061100,,,
1775545317.971,115,,1522256,1522256,74803936,84061100,,,
1775545337.095,116,,1522260,1522260,74803940,84061100,,,
1775545356.386,117,,1522472,1522472,74803944,84061100,,,
1775545375.442,118,,1523504,1523504,74803952,84061100,,,
1775545394.603,119,,1523508,1523508,74803960,84061100,,,
1775545413.731,120,,1523556,1523556,74803964,84061100,,,
1775545433.012,121,,1524032,1524032,74803968,84061100,,,
1775545452.147,122,,1524240,1524240,74803972,84061100,,,
1775545471.390,123,,1524448,1524448,74803976,84061100,,,
1775545490.483,124,,1525044,1525044,74803980,84061100,,,
1775545509.663,125,,1525044,1525136,74803984,84061100,,,
1775545528.862,126,,1525880,1525880,74803988,84061100,,,
1775545547.934,127,,1526092,1526092,74803992,84061100,,,
1775545567.260,128,,1526092,1526092,74803996,84061100,,,
1775545586.433,129,,1526092,1526092,74804000,84061100,,,
1775545605.650,130,,1526092,1526092,74804004,84061100,,,
1775545624.708,131,,1526712,1526712,74804008,84061100,,,
1775545644.008,132,,1527336,1527336,74804012,84061100,,,
1775545662.971,133,,1528160,1528160,74804016,84061100,,,
1775545682.397,134,,1528588,1528588,74804020,84061100,,,
1775545701.725,135,,1530036,1530036,74804024,84061100,,,
1775545721.255,136,,1530864,1530864,74804028,84061100,,,
1775545740.559,137,,1531068,1531068,74804032,84061100,,,
1775545760.025,138,,1531484,1531484,74804040,84061100,,,
1775545779.611,139,,1531900,1531900,74804044,84061100,,,
1775545799.072,140,,1532112,1532112,74804048,84061100,,,
1775545818.967,141,,1532328,1532328,74804052,84061100,,,
1775545838.776,142,,1532332,1532332,74804056,84061100,,,
1775545858.501,143,,1532536,1532536,74804060,84061100,,,
1775545878.734,144,,1532540,1532540,74804064,84061100,,,
1775545898.816,145,,1532956,1532956,74804068,84061100,,,
1775545918.935,146,,1532968,1532968,74804072,84061100,,,
1775545939.015,147,,1532968,1532968,74804076,84061100,,,
1775545959.182,148,,1533172,1533172,74804080,84061100,,,
1775545979.514,149,,1533588,1533588,74804084,84061100,,,
1775545999.908,150,,1533588,1533588,74804088,84061100,,,
1775546020.291,151,,1533796,1533796,74804092,84061100,,,
1775546040.640,152,,1533800,1533800,74804096,84061100,,,
1775546061.559,153,,1534424,1534424,74804100,84061100,,,
1775546082.440,154,,1534836,1534836,74804104,84061100,,,
1775546103.316,155,,1534840,1534840,74804108,84061100,,,
1775546124.291,156,,1534844,1534844,74804112,84061100,,,
