Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.273482,0.000000,0.273482,0.273482
Train Precision H1,0.252207,0.000000,0.252207,0.252207
Train Recall H1,0.999436,0.000000,0.999436,0.999436
Train F1 H1,0.402775,0.000000,0.402775,0.402775
Train AUC_ROC H1,0.944608,0.000000,0.944608,0.944608
Train AUC_PR H1,0.726117,0.000000,0.726117,0.726117
Train MCC H1,0.095910,0.000000,0.095910,0.095910
Train Brier H1,0.253816,0.000000,0.253816,0.253816
Train LogLoss H1,0.700667,0.000000,0.700667,0.700667
Train Pos_Rate_True H1,0.245124,0.000000,0.245124,0.245124
Train Pos_Rate_Pred H1,0.971365,0.000000,0.971365,0.971365
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.254654,0.000000,0.254654,0.254654
Validation Precision H1,0.254654,0.000000,0.254654,0.254654
Validation Recall H1,1.000000,0.000000,1.000000,1.000000
Validation F1 H1,0.405935,0.000000,0.405935,0.405935
Validation AUC_ROC H1,0.984422,0.000000,0.984422,0.984422
Validation AUC_PR H1,0.959659,0.000000,0.959659,0.959659
Validation MCC H1,0.000000,0.000000,0.000000,0.000000
Validation Brier H1,0.255202,0.000000,0.255202,0.255202
Validation LogLoss H1,0.703553,0.000000,0.703553,0.703553
Validation Pos_Rate_True H1,0.254654,0.000000,0.254654,0.254654
Validation Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.256649,0.000000,0.256649,0.256649
Test Precision H1,0.256649,0.000000,0.256649,0.256649
Test Recall H1,1.000000,0.000000,1.000000,1.000000
Test F1 H1,0.408466,0.000000,0.408466,0.408466
Test AUC_ROC H1,0.993118,0.000000,0.993118,0.993118
Test AUC_PR H1,0.984216,0.000000,0.984216,0.984216
Test MCC H1,0.000000,0.000000,0.000000,0.000000
Test Brier H1,0.255350,0.000000,0.255350,0.255350
Test LogLoss H1,0.703849,0.000000,0.703849,0.703849
Test Pos_Rate_True H1,0.256649,0.000000,0.256649,0.256649
Test Pos_Rate_Pred H1,1.000000,0.000000,1.000000,1.000000
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
