ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775542483.960,0,,1601160,1607192,58024360,92539348,,,
1775542486.152,1,,1611252,1611252,58024372,92539348,,,
1775542488.285,2,,1616400,1616400,58024384,92539348,,,
1775542490.384,3,,1621456,1621456,58024396,92539348,,,
1775542492.484,4,,1627308,1627308,58024408,92539348,,,
1775542494.564,5,,1632396,1632396,58024420,92539348,,,
1775542496.670,6,,1637388,1637388,58024428,92539348,,,
1775542498.774,7,,1642128,1642128,58024436,92539348,,,
1775542500.887,8,,1647564,1647564,58024444,92539348,,,
1775542502.937,9,,1651516,1651516,58024452,92539348,,,
1775542504.969,10,,1654968,1654968,58024460,92539348,,,
1775542506.966,11,,1660156,1660156,58024468,92539348,,,
1775542508.951,12,,1664304,1664304,58024476,92539348,,,
1775542510.944,13,,1664948,1664948,58024484,92539348,,,
1775542512.888,14,,1668016,1668016,58024492,92539348,,,
1775542514.845,15,,1669268,1669268,58024500,92539348,,,
1775542516.854,16,,1672280,1672280,58024508,92539348,,,
1775542518.931,17,,1673788,1673788,58024516,92539348,,,
1775542521.001,18,,1675080,1675080,58024524,92539348,,,
1775542523.116,19,,1675912,1675912,58024532,92539348,,,
1775542525.116,20,,1678048,1678048,58024540,92539348,,,
1775542527.156,21,,1679824,1679824,58024548,92539348,,,
1775542529.207,22,,1682212,1682212,58024556,92539348,,,
1775542531.286,23,,1683676,1683676,58024564,92539348,,,
1775542533.296,24,,1687140,1687140,58024576,92539348,,,
1775542535.387,25,,1687216,1687216,58024584,92539348,,,
1775542537.474,26,,1690200,1690200,58024592,92539348,,,
1775542539.549,27,,1693640,1693640,58024600,92539348,,,
1775542541.563,28,,1695932,1695932,58024608,92539348,,,
1775542543.629,29,,1697196,1697196,58024616,92539348,,,
1775542545.659,30,,1697820,1697820,58024624,92539348,,,
1775542547.670,31,,1698500,1698500,58024632,92539348,,,
1775542549.615,32,,1701904,1701904,58024640,92539348,,,
1775542551.577,33,,1704456,1704456,58024648,92539348,,,
1775542553.549,34,,1706624,1706624,58024656,92539348,,,
1775542555.480,35,,1706624,1706624,58024664,92539348,,,
1775542557.437,36,,1707620,1707620,58024672,92539348,,,
1775542559.405,37,,1709452,1709452,58024680,92539348,,,
1775542561.382,38,,1710072,1710072,58024688,92539348,,,
1775542563.478,39,,1710132,1710132,58024696,92539348,,,
1775542565.503,40,,1711168,1711168,58024704,92539348,,,
1775542567.624,41,,1712412,1712412,58024712,92539348,,,
1775542569.765,42,,1712416,1712416,58024720,92539348,,,
1775542571.957,43,,1713604,1713604,58024728,92539348,,,
1775542574.148,44,,1714020,1714020,58024740,92539348,,,
1775542576.759,45,,1714508,1714508,58024748,92539348,,,
1775542579.172,46,,1717348,1717348,58024756,92539348,,,
1775542581.585,47,,1717348,1717348,58024764,92539348,,,
1775542584.169,48,,1718388,1718388,58024772,92539348,,,
1775542586.601,49,,1719832,1719832,58024780,92539348,,,
1775542589.106,50,,1719836,1719836,58024788,92539348,,,
1775542591.571,51,,1719836,1719836,58024796,92539348,,,
1775542594.046,52,,1719960,1719960,58024804,92539348,,,
1775542596.482,53,,1721628,1721628,58024812,92539348,,,
1775542599.006,54,,1722456,1722456,58024820,92539348,,,
1775542601.464,55,,1723700,1723700,58024828,92539348,,,
1775542603.891,56,,1725468,1725468,58024836,92539348,,,
1775542606.494,57,,1725888,1725888,58024844,92539348,,,
1775542609.067,58,,1726680,1726680,58024852,92539348,,,
1775542611.544,59,,1727568,1727568,58024860,92539348,,,
1775542613.966,60,,1727568,1727568,58024868,92539348,,,
1775542616.421,61,,1727568,1727568,58024876,92539348,,,
1775542618.811,62,,1727572,1727572,58024884,92539348,,,
1775542621.127,63,,1728820,1728820,58024892,92539348,,,
1775542623.469,64,,1728820,1728820,58024904,92539348,,,
1775542625.770,65,,1728884,1728884,58024912,92539348,,,
1775542628.354,66,,1729296,1729296,58024920,92539348,,,
1775542630.878,67,,1730308,1730308,58024928,92539348,,,
1775542633.418,68,,1730312,1730312,58024936,92539348,,,
1775542635.785,69,,1731192,1731192,58024944,92539348,,,
1775542638.128,70,,1731400,1731400,58024952,92539348,,,
1775542640.497,71,,1731408,1731408,58024960,92539348,,,
1775542642.792,72,,1732448,1732448,58024968,92539348,,,
1775542645.109,73,,1732452,1732452,58024976,92539348,,,
1775542647.434,74,,1733940,1733940,58024980,92539348,,,
1775542649.822,75,,1734380,1734380,58024988,92539348,,,
1775542652.397,76,,1734384,1734384,58024996,92539348,,,
1775542655.076,77,,1735440,1735440,58025004,92539348,,,
1775542657.692,78,,1735440,1735440,58025012,92539348,,,
1775542660.161,79,,1735440,1735440,58025020,92539348,,,
1775542662.712,80,,1735936,1735936,58025028,92539348,,,
1775542665.450,81,,1737612,1737612,58025036,92539348,,,
