Metric,Average,Std Dev,Min,Max
Train MAE H24,0.001665,0.000943,0.000774,0.002970
Train MAE H48,0.002813,0.001379,0.001135,0.004514
Train MAE H72,0.002712,0.001123,0.001228,0.003945
Train MAE H96,0.001893,0.001068,0.001073,0.003401
Train MAE H120,0.002554,0.001632,0.001325,0.004860
Train MAE H144,0.005699,0.002192,0.003774,0.008765
Train R2 H24,0.999397,0.000629,0.998510,0.999900
Train R2 H48,0.998405,0.001260,0.996744,0.999794
Train R2 H72,0.998580,0.000888,0.997607,0.999754
Train R2 H96,0.999222,0.000816,0.998068,0.999827
Train R2 H120,0.998518,0.001667,0.996161,0.999733
Train R2 H144,0.994593,0.004559,0.988162,0.998213
Train Uncertainty H24,0.001605,0.000974,0.000716,0.002961
Train Uncertainty H48,0.002993,0.001105,0.001433,0.003866
Train Uncertainty H72,0.003565,0.001412,0.001586,0.004788
Train Uncertainty H96,0.003129,0.002183,0.001346,0.006203
Train Uncertainty H120,0.003328,0.002307,0.001493,0.006582
Train Uncertainty H144,0.003997,0.002567,0.001826,0.007602
Train SNR H24,1164.523315,577.673035,451.601013,1866.477661
Train SNR H48,547.406799,272.679901,345.918945,932.902344
Train SNR H72,477.323700,259.011871,279.332672,843.209473
Train SNR H96,645.497253,322.867828,215.630798,993.759338
Train SNR H120,599.926392,291.632782,203.254196,896.052551
Train SNR H144,476.841217,229.618225,175.968002,733.076050
Validation MAE H24,0.001338,0.000727,0.000647,0.002343
Validation MAE H48,0.002126,0.000998,0.001036,0.003448
Validation MAE H72,0.002138,0.000842,0.001134,0.003195
Validation MAE H96,0.002132,0.000863,0.001350,0.003334
Validation MAE H120,0.002742,0.001269,0.001813,0.004537
Validation MAE H144,0.006191,0.000605,0.005623,0.007028
Validation R2 H24,0.999420,0.000584,0.998597,0.999891
Validation R2 H48,0.998648,0.001059,0.997207,0.999722
Validation R2 H72,0.998671,0.000937,0.997415,0.999666
Validation R2 H96,0.998378,0.001044,0.996933,0.999365
Validation R2 H120,0.997175,0.002125,0.994177,0.998839
Validation R2 H144,0.991004,0.001954,0.988276,0.992754
Validation Uncertainty H24,0.001107,0.000648,0.000539,0.002014
Validation Uncertainty H48,0.001979,0.000781,0.000884,0.002657
Validation Uncertainty H72,0.002590,0.001085,0.001097,0.003643
Validation Uncertainty H96,0.002538,0.001910,0.001040,0.005234
Validation Uncertainty H120,0.002496,0.001753,0.001163,0.004972
Validation Uncertainty H144,0.002978,0.001837,0.001474,0.005565
Validation SNR H24,1546.381958,708.998596,630.973145,2358.400391
Validation SNR H48,814.406067,439.796692,477.786102,1435.647583
Validation SNR H72,640.855530,365.137543,348.412598,1155.649902
Validation SNR H96,801.392395,410.919250,241.914185,1217.219849
Validation SNR H120,759.280945,362.315552,254.448364,1087.637451
Validation SNR H144,584.709229,264.368591,227.680054,859.316223
Test MAE H24,0.001217,0.000473,0.000682,0.001832
Test MAE H48,0.002186,0.000778,0.001223,0.003128
Test MAE H72,0.002149,0.000810,0.001156,0.003141
Test MAE H96,0.002039,0.000731,0.001478,0.003071
Test MAE H120,0.002716,0.001194,0.001750,0.004399
Test MAE H144,0.005640,0.000410,0.005153,0.006157
Test R2 H24,0.998529,0.001055,0.997081,0.999566
Test R2 H48,0.995424,0.002718,0.991936,0.998565
Test R2 H72,0.995157,0.002983,0.991323,0.998597
Test R2 H96,0.995022,0.002978,0.990835,0.997509
Test R2 H120,0.990829,0.006746,0.981362,0.996580
Test R2 H144,0.970848,0.004909,0.965300,0.977237
Test Uncertainty H24,0.001204,0.000858,0.000492,0.002412
Test Uncertainty H48,0.002154,0.000873,0.000936,0.002936
Test Uncertainty H72,0.002353,0.000917,0.001057,0.003033
Test Uncertainty H96,0.002143,0.001589,0.000880,0.004385
Test Uncertainty H120,0.002320,0.001760,0.000935,0.004804
Test Uncertainty H144,0.002576,0.001590,0.001435,0.004825
Test SNR H24,1505.861938,779.597473,485.586243,2377.851074
Test SNR H48,700.448059,389.688751,398.614471,1250.687256
Test SNR H72,630.111389,338.939240,386.095123,1109.417358
Test SNR H96,868.620544,445.679260,267.271393,1332.786499
Test SNR H120,819.445312,424.428223,243.867996,1254.685791
Test SNR H144,620.182373,266.805908,243.007263,817.842773
