Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.537507,0.000000,0.537507,0.537507
Train Precision H1,0.249558,0.000000,0.249558,0.249558
Train Recall H1,0.911147,0.000000,0.911147,0.911147
Train F1 H1,0.391803,0.000000,0.391803,0.391803
Train AUC_ROC H1,0.774397,0.000000,0.774397,0.774397
Train AUC_PR H1,0.355299,0.000000,0.355299,0.355299
Train MCC H1,0.283199,0.000000,0.283199,0.283199
Train Brier H1,0.261830,0.000000,0.261830,0.261830
Train LogLoss H1,0.710900,0.000000,0.710900,0.710900
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.596936,0.000000,0.596936,0.596936
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.450970,0.000000,0.450970,0.450970
Validation Precision H1,0.230088,0.000000,0.230088,0.230088
Validation Recall H1,0.893750,0.000000,0.893750,0.893750
Validation F1 H1,0.365963,0.000000,0.365963,0.365963
Validation AUC_ROC H1,0.661315,0.000000,0.661315,0.661315
Validation AUC_PR H1,0.249996,0.000000,0.249996,0.249996
Validation MCC H1,0.205621,0.000000,0.205621,0.205621
Validation Brier H1,0.312192,0.000000,0.312192,0.312192
Validation LogLoss H1,0.827790,0.000000,0.827790,0.827790
Validation Pos_Rate_True H1,0.177285,0.000000,0.177285,0.177285
Validation Pos_Rate_Pred H1,0.688643,0.000000,0.688643,0.688643
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.346878,0.000000,0.346878,0.346878
Test Precision H1,0.158910,0.000000,0.158910,0.158910
Test Recall H1,0.818493,0.000000,0.818493,0.818493
Test F1 H1,0.266147,0.000000,0.266147,0.266147
Test AUC_ROC H1,0.573346,0.000000,0.573346,0.573346
Test AUC_PR H1,0.177680,0.000000,0.177680,0.177680
Test MCC H1,0.069104,0.000000,0.069104,0.069104
Test Brier H1,0.350038,0.000000,0.350038,0.350038
Test LogLoss H1,0.911324,0.000000,0.911324,0.911324
Test Pos_Rate_True H1,0.144698,0.000000,0.144698,0.144698
Test Pos_Rate_Pred H1,0.745292,0.000000,0.745292,0.745292
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
