Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.815504,0.000000,0.815504,0.815504
Train Precision H1,0.466999,0.000000,0.466999,0.466999
Train Recall H1,0.908724,0.000000,0.908724,0.908724
Train F1 H1,0.616945,0.000000,0.616945,0.616945
Train AUC_ROC H1,0.921438,0.000000,0.921438,0.921438
Train AUC_PR H1,0.673534,0.000000,0.673534,0.673534
Train MCC H1,0.560583,0.000000,0.560583,0.560583
Train Brier H1,0.128441,0.000000,0.128441,0.128441
Train LogLoss H1,0.394480,0.000000,0.394480,0.394480
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.318146,0.000000,0.318146,0.318146
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.727978,0.000000,0.727978,0.727978
Validation Precision H1,0.292079,0.000000,0.292079,0.292079
Validation Recall H1,0.365325,0.000000,0.365325,0.365325
Validation F1 H1,0.324622,0.000000,0.324622,0.324622
Validation AUC_ROC H1,0.684685,0.000000,0.684685,0.684685
Validation AUC_PR H1,0.302130,0.000000,0.302130,0.302130
Validation MCC H1,0.158492,0.000000,0.158492,0.158492
Validation Brier H1,0.184623,0.000000,0.184623,0.184623
Validation LogLoss H1,0.558118,0.000000,0.558118,0.558118
Validation Pos_Rate_True H1,0.178947,0.000000,0.178947,0.178947
Validation Pos_Rate_Pred H1,0.223823,0.000000,0.223823,0.223823
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.669475,0.000000,0.669475,0.669475
Test Precision H1,0.277863,0.000000,0.277863,0.277863
Test Recall H1,0.484043,0.000000,0.484043,0.484043
Test F1 H1,0.353055,0.000000,0.353055,0.353055
Test AUC_ROC H1,0.650944,0.000000,0.650944,0.650944
Test AUC_PR H1,0.254926,0.000000,0.254926,0.254926
Test MCC H1,0.162975,0.000000,0.162975,0.162975
Test Brier H1,0.233464,0.000000,0.233464,0.233464
Test LogLoss H1,0.733826,0.000000,0.733826,0.733826
Test Pos_Rate_True H1,0.186323,0.000000,0.186323,0.186323
Test Pos_Rate_Pred H1,0.324579,0.000000,0.324579,0.324579
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
