Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.688457,0.000000,0.688457,0.688457
Train Precision H1,0.285331,0.000000,0.285331,0.285331
Train Recall H1,0.601777,0.000000,0.601777,0.601777
Train F1 H1,0.387114,0.000000,0.387114,0.387114
Train AUC_ROC H1,0.723672,0.000000,0.723672,0.723672
Train AUC_PR H1,0.343353,0.000000,0.343353,0.343353
Train MCC H1,0.239001,0.000000,0.239001,0.239001
Train Brier H1,0.197738,0.000000,0.197738,0.197738
Train LogLoss H1,0.573781,0.000000,0.573781,0.573781
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.344823,0.000000,0.344823,0.344823
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.673130,0.000000,0.673130,0.673130
Validation Precision H1,0.248588,0.000000,0.248588,0.248588
Validation Recall H1,0.408669,0.000000,0.408669,0.408669
Validation F1 H1,0.309133,0.000000,0.309133,0.309133
Validation AUC_ROC H1,0.654905,0.000000,0.654905,0.654905
Validation AUC_PR H1,0.242302,0.000000,0.242302,0.242302
Validation MCC H1,0.117294,0.000000,0.117294,0.117294
Validation Brier H1,0.200980,0.000000,0.200980,0.200980
Validation LogLoss H1,0.579955,0.000000,0.579955,0.579955
Validation Pos_Rate_True H1,0.178947,0.000000,0.178947,0.178947
Validation Pos_Rate_Pred H1,0.294183,0.000000,0.294183,0.294183
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.524777,0.000000,0.524777,0.524777
Test Precision H1,0.258892,0.000000,0.258892,0.258892
Test Recall H1,0.832447,0.000000,0.832447,0.832447
Test F1 H1,0.394953,0.000000,0.394953,0.394953
Test AUC_ROC H1,0.679048,0.000000,0.679048,0.679048
Test AUC_PR H1,0.272015,0.000000,0.272015,0.272015
Test MCC H1,0.227839,0.000000,0.227839,0.227839
Test Brier H1,0.326157,0.000000,0.326157,0.326157
Test LogLoss H1,0.980664,0.000000,0.980664,0.980664
Test Pos_Rate_True H1,0.186323,0.000000,0.186323,0.186323
Test Pos_Rate_Pred H1,0.599108,0.000000,0.599108,0.599108
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
