Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.458663,0.000000,0.458663,0.458663
Train Precision H1,0.226534,0.000000,0.226534,0.226534
Train Recall H1,0.957189,0.000000,0.957189,0.957189
Train F1 H1,0.366363,0.000000,0.366363,0.366363
Train AUC_ROC H1,0.730770,0.000000,0.730770,0.730770
Train AUC_PR H1,0.300918,0.000000,0.300918,0.300918
Train MCC H1,0.254800,0.000000,0.254800,0.254800
Train Brier H1,0.291935,0.000000,0.291935,0.291935
Train LogLoss H1,0.776684,0.000000,0.776684,0.776684
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.690835,0.000000,0.690835,0.690835
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.428809,0.000000,0.428809,0.428809
Validation Precision H1,0.232506,0.000000,0.232506,0.232506
Validation Recall H1,0.965625,0.000000,0.965625,0.965625
Validation F1 H1,0.374773,0.000000,0.374773,0.374773
Validation AUC_ROC H1,0.688110,0.000000,0.688110,0.688110
Validation AUC_PR H1,0.264379,0.000000,0.264379,0.264379
Validation MCC H1,0.241600,0.000000,0.241600,0.241600
Validation Brier H1,0.308065,0.000000,0.308065,0.308065
Validation LogLoss H1,0.814637,0.000000,0.814637,0.814637
Validation Pos_Rate_True H1,0.177285,0.000000,0.177285,0.177285
Validation Pos_Rate_Pred H1,0.736288,0.000000,0.736288,0.736288
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.360258,0.000000,0.360258,0.360258
Test Precision H1,0.174168,0.000000,0.174168,0.174168
Test Recall H1,0.914384,0.000000,0.914384,0.914384
Test F1 H1,0.292603,0.000000,0.292603,0.292603
Test AUC_ROC H1,0.588803,0.000000,0.588803,0.588803
Test AUC_PR H1,0.204048,0.000000,0.204048,0.204048
Test MCC H1,0.148935,0.000000,0.148935,0.148935
Test Brier H1,0.353343,0.000000,0.353343,0.353343
Test LogLoss H1,0.915605,0.000000,0.915605,0.915605
Test Pos_Rate_True H1,0.144698,0.000000,0.144698,0.144698
Test Pos_Rate_Pred H1,0.759663,0.000000,0.759663,0.759663
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
