Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.564052,0.000000,0.564052,0.564052
Train Precision H1,0.257807,0.000000,0.257807,0.257807
Train Recall H1,0.886914,0.000000,0.886914,0.886914
Train F1 H1,0.399491,0.000000,0.399491,0.399491
Train AUC_ROC H1,0.758977,0.000000,0.758977,0.758977
Train AUC_PR H1,0.352052,0.000000,0.352052,0.352052
Train MCC H1,0.289142,0.000000,0.289142,0.289142
Train Brier H1,0.230339,0.000000,0.230339,0.230339
Train LogLoss H1,0.637575,0.000000,0.637575,0.637575
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.562467,0.000000,0.562467,0.562467
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.538504,0.000000,0.538504,0.538504
Validation Precision H1,0.255947,0.000000,0.255947,0.255947
Validation Recall H1,0.840625,0.000000,0.840625,0.840625
Validation F1 H1,0.392414,0.000000,0.392414,0.392414
Validation AUC_ROC H1,0.680023,0.000000,0.680023,0.680023
Validation AUC_PR H1,0.266918,0.000000,0.266918,0.266918
Validation MCC H1,0.243174,0.000000,0.243174,0.243174
Validation Brier H1,0.240792,0.000000,0.240792,0.240792
Validation LogLoss H1,0.660643,0.000000,0.660643,0.660643
Validation Pos_Rate_True H1,0.177285,0.000000,0.177285,0.177285
Validation Pos_Rate_Pred H1,0.582271,0.000000,0.582271,0.582271
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.578791,0.000000,0.578791,0.578791
Test Precision H1,0.203191,0.000000,0.203191,0.203191
Test Recall H1,0.654110,0.000000,0.654110,0.654110
Test F1 H1,0.310065,0.000000,0.310065,0.310065
Test AUC_ROC H1,0.668763,0.000000,0.668763,0.668763
Test AUC_PR H1,0.219717,0.000000,0.219717,0.219717
Test MCC H1,0.155265,0.000000,0.155265,0.155265
Test Brier H1,0.225327,0.000000,0.225327,0.225327
Test LogLoss H1,0.632043,0.000000,0.632043,0.632043
Test Pos_Rate_True H1,0.144698,0.000000,0.144698,0.144698
Test Pos_Rate_Pred H1,0.465808,0.000000,0.465808,0.465808
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
