Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.551506,0.000000,0.551506,0.551506
Train Precision H1,0.260648,0.000000,0.260648,0.260648
Train Recall H1,0.949111,0.000000,0.949111,0.949111
Train F1 H1,0.408980,0.000000,0.408980,0.408980
Train AUC_ROC H1,0.797380,0.000000,0.797380,0.797380
Train AUC_PR H1,0.380831,0.000000,0.380831,0.380831
Train MCC H1,0.318643,0.000000,0.318643,0.318643
Train Brier H1,0.240669,0.000000,0.240669,0.240669
Train LogLoss H1,0.661748,0.000000,0.661748,0.661748
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.595351,0.000000,0.595351,0.595351
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.517452,0.000000,0.517452,0.517452
Validation Precision H1,0.254675,0.000000,0.254675,0.254675
Validation Recall H1,0.893750,0.000000,0.893750,0.893750
Validation F1 H1,0.396396,0.000000,0.396396,0.396396
Validation AUC_ROC H1,0.686867,0.000000,0.686867,0.686867
Validation AUC_PR H1,0.260066,0.000000,0.260066,0.260066
Validation MCC H1,0.260028,0.000000,0.260028,0.260028
Validation Brier H1,0.263868,0.000000,0.263868,0.263868
Validation LogLoss H1,0.713839,0.000000,0.713839,0.713839
Validation Pos_Rate_True H1,0.177285,0.000000,0.177285,0.177285
Validation Pos_Rate_Pred H1,0.622161,0.000000,0.622161,0.622161
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.462339,0.000000,0.462339,0.462339
Test Precision H1,0.186561,0.000000,0.186561,0.186561
Test Recall H1,0.808219,0.000000,0.808219,0.808219
Test F1 H1,0.303147,0.000000,0.303147,0.303147
Test AUC_ROC H1,0.625558,0.000000,0.625558,0.625558
Test AUC_PR H1,0.187458,0.000000,0.187458,0.187458
Test MCC H1,0.154239,0.000000,0.154239,0.154239
Test Brier H1,0.284338,0.000000,0.284338,0.284338
Test LogLoss H1,0.761068,0.000000,0.761068,0.761068
Test Pos_Rate_True H1,0.144698,0.000000,0.144698,0.144698
Test Pos_Rate_Pred H1,0.626858,0.000000,0.626858,0.626858
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
