Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.480190,0.000000,0.480190,0.480190
Train Precision H1,0.233399,0.000000,0.233399,0.233399
Train Recall H1,0.953958,0.000000,0.953958,0.953958
Train F1 H1,0.375040,0.000000,0.375040,0.375040
Train AUC_ROC H1,0.756516,0.000000,0.756516,0.756516
Train AUC_PR H1,0.332186,0.000000,0.332186,0.332186
Train MCC H1,0.268267,0.000000,0.268267,0.268267
Train Brier H1,0.350731,0.000000,0.350731,0.350731
Train LogLoss H1,1.011416,0.000000,1.011416,1.011416
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.668251,0.000000,0.668251,0.668251
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.448199,0.000000,0.448199,0.448199
Validation Precision H1,0.233858,0.000000,0.233858,0.233858
Validation Recall H1,0.928125,0.000000,0.928125,0.928125
Validation F1 H1,0.373585,0.000000,0.373585,0.373585
Validation AUC_ROC H1,0.667508,0.000000,0.667508,0.667508
Validation AUC_PR H1,0.295086,0.000000,0.295086,0.295086
Validation MCC H1,0.228230,0.000000,0.228230,0.228230
Validation Brier H1,0.373919,0.000000,0.373919,0.373919
Validation LogLoss H1,1.049942,0.000000,1.049942,1.049942
Validation Pos_Rate_True H1,0.177285,0.000000,0.177285,0.177285
Validation Pos_Rate_Pred H1,0.703601,0.000000,0.703601,0.703601
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.377602,0.000000,0.377602,0.377602
Test Precision H1,0.169863,0.000000,0.169863,0.169863
Test Recall H1,0.849315,0.000000,0.849315,0.849315
Test F1 H1,0.283105,0.000000,0.283105,0.283105
Test AUC_ROC H1,0.611545,0.000000,0.611545,0.611545
Test AUC_PR H1,0.197569,0.000000,0.197569,0.197569
Test MCC H1,0.115710,0.000000,0.115710,0.115710
Test Brier H1,0.458956,0.000000,0.458956,0.458956
Test LogLoss H1,1.397990,0.000000,1.397990,1.397990
Test Pos_Rate_True H1,0.144698,0.000000,0.144698,0.144698
Test Pos_Rate_Pred H1,0.723489,0.000000,0.723489,0.723489
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
