Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.655705,0.000000,0.655705,0.655705
Train Precision H1,0.283728,0.000000,0.283728,0.283728
Train Recall H1,0.725363,0.000000,0.725363,0.725363
Train F1 H1,0.407904,0.000000,0.407904,0.407904
Train AUC_ROC H1,0.759248,0.000000,0.759248,0.759248
Train AUC_PR H1,0.343456,0.000000,0.343456,0.343456
Train MCC H1,0.275514,0.000000,0.275514,0.275514
Train Brier H1,0.172870,0.000000,0.172870,0.172870
Train LogLoss H1,0.493592,0.000000,0.493592,0.493592
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.417987,0.000000,0.417987,0.417987
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.638227,0.000000,0.638227,0.638227
Validation Precision H1,0.278820,0.000000,0.278820,0.278820
Validation Recall H1,0.643963,0.000000,0.643963,0.643963
Validation F1 H1,0.389149,0.000000,0.389149,0.389149
Validation AUC_ROC H1,0.701800,0.000000,0.701800,0.701800
Validation AUC_PR H1,0.279308,0.000000,0.279308,0.279308
Validation MCC H1,0.218686,0.000000,0.218686,0.218686
Validation Brier H1,0.185556,0.000000,0.185556,0.185556
Validation LogLoss H1,0.526962,0.000000,0.526962,0.526962
Validation Pos_Rate_True H1,0.178947,0.000000,0.178947,0.178947
Validation Pos_Rate_Pred H1,0.413296,0.000000,0.413296,0.413296
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.569871,0.000000,0.569871,0.569871
Test Precision H1,0.264818,0.000000,0.264818,0.264818
Test Recall H1,0.736702,0.000000,0.736702,0.736702
Test F1 H1,0.389592,0.000000,0.389592,0.389592
Test AUC_ROC H1,0.676047,0.000000,0.676047,0.676047
Test AUC_PR H1,0.275887,0.000000,0.275887,0.275887
Test MCC H1,0.209130,0.000000,0.209130,0.209130
Test Brier H1,0.209894,0.000000,0.209894,0.209894
Test LogLoss H1,0.577695,0.000000,0.577695,0.577695
Test Pos_Rate_True H1,0.186323,0.000000,0.186323,0.186323
Test Pos_Rate_Pred H1,0.518335,0.000000,0.518335,0.518335
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
