Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.745774,0.000000,0.745774,0.745774
Train Precision H1,0.325191,0.000000,0.325191,0.325191
Train Recall H1,0.516155,0.000000,0.516155,0.516155
Train F1 H1,0.399001,0.000000,0.399001,0.399001
Train AUC_ROC H1,0.759944,0.000000,0.759944,0.759944
Train AUC_PR H1,0.341218,0.000000,0.341218,0.341218
Train MCC H1,0.258833,0.000000,0.258833,0.258833
Train Brier H1,0.155059,0.000000,0.155059,0.155059
Train LogLoss H1,0.472457,0.000000,0.472457,0.472457
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.259509,0.000000,0.259509,0.259509
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.720222,0.000000,0.720222,0.720222
Validation Precision H1,0.255376,0.000000,0.255376,0.255376
Validation Recall H1,0.294118,0.000000,0.294118,0.294118
Validation F1 H1,0.273381,0.000000,0.273381,0.273381
Validation AUC_ROC H1,0.673550,0.000000,0.673550,0.673550
Validation AUC_PR H1,0.257177,0.000000,0.257177,0.257177
Validation MCC H1,0.101592,0.000000,0.101592,0.101592
Validation Brier H1,0.168076,0.000000,0.168076,0.168076
Validation LogLoss H1,0.501391,0.000000,0.501391,0.501391
Validation Pos_Rate_True H1,0.178947,0.000000,0.178947,0.178947
Validation Pos_Rate_Pred H1,0.206094,0.000000,0.206094,0.206094
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.629336,0.000000,0.629336,0.629336
Test Precision H1,0.263359,0.000000,0.263359,0.263359
Test Recall H1,0.550532,0.000000,0.550532,0.550532
Test F1 H1,0.356282,0.000000,0.356282,0.356282
Test AUC_ROC H1,0.661230,0.000000,0.661230,0.661230
Test AUC_PR H1,0.267907,0.000000,0.267907,0.267907
Test MCC H1,0.158030,0.000000,0.158030,0.158030
Test Brier H1,0.199652,0.000000,0.199652,0.199652
Test LogLoss H1,0.572242,0.000000,0.572242,0.572242
Test Pos_Rate_True H1,0.186323,0.000000,0.186323,0.186323
Test Pos_Rate_Pred H1,0.389495,0.000000,0.389495,0.389495
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
