Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.532752,0.000000,0.532752,0.532752
Train Precision H1,0.238518,0.000000,0.238518,0.238518
Train Recall H1,0.847334,0.000000,0.847334,0.847334
Train F1 H1,0.372250,0.000000,0.372250,0.372250
Train AUC_ROC H1,0.701932,0.000000,0.701932,0.701932
Train AUC_PR H1,0.281998,0.000000,0.281998,0.281998
Train MCC H1,0.238789,0.000000,0.238789,0.238789
Train Brier H1,0.242501,0.000000,0.242501,0.242501
Train LogLoss H1,0.661825,0.000000,0.661825,0.661825
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.580824,0.000000,0.580824,0.580824
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.474238,0.000000,0.474238,0.474238
Validation Precision H1,0.242424,0.000000,0.242424,0.242424
Validation Recall H1,0.925000,0.000000,0.925000,0.925000
Validation F1 H1,0.384166,0.000000,0.384166,0.384166
Validation AUC_ROC H1,0.688563,0.000000,0.688563,0.688563
Validation AUC_PR H1,0.270721,0.000000,0.270721,0.270721
Validation MCC H1,0.246622,0.000000,0.246622,0.246622
Validation Brier H1,0.263589,0.000000,0.263589,0.263589
Validation LogLoss H1,0.710181,0.000000,0.710181,0.710181
Validation Pos_Rate_True H1,0.177285,0.000000,0.177285,0.177285
Validation Pos_Rate_Pred H1,0.676454,0.000000,0.676454,0.676454
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.387512,0.000000,0.387512,0.387512
Test Precision H1,0.172222,0.000000,0.172222,0.172222
Test Recall H1,0.849315,0.000000,0.849315,0.849315
Test F1 H1,0.286374,0.000000,0.286374,0.286374
Test AUC_ROC H1,0.603208,0.000000,0.603208,0.603208
Test AUC_PR H1,0.177828,0.000000,0.177828,0.177828
Test MCC H1,0.123494,0.000000,0.123494,0.123494
Test Brier H1,0.335594,0.000000,0.335594,0.335594
Test LogLoss H1,0.876116,0.000000,0.876116,0.876116
Test Pos_Rate_True H1,0.144698,0.000000,0.144698,0.144698
Test Pos_Rate_Pred H1,0.713578,0.000000,0.713578,0.713578
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
