Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.735869,0.000000,0.735869,0.735869
Train Precision H1,0.293160,0.000000,0.293160,0.293160
Train Recall H1,0.436187,0.000000,0.436187,0.436187
Train F1 H1,0.350649,0.000000,0.350649,0.350649
Train AUC_ROC H1,0.720973,0.000000,0.720973,0.720973
Train AUC_PR H1,0.296126,0.000000,0.296126,0.296126
Train MCC H1,0.198789,0.000000,0.198789,0.198789
Train Brier H1,0.168030,0.000000,0.168030,0.168030
Train LogLoss H1,0.501087,0.000000,0.501087,0.501087
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.243265,0.000000,0.243265,0.243265
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.727978,0.000000,0.727978,0.727978
Validation Precision H1,0.294118,0.000000,0.294118,0.294118
Validation Recall H1,0.371517,0.000000,0.371517,0.371517
Validation F1 H1,0.328317,0.000000,0.328317,0.328317
Validation AUC_ROC H1,0.699885,0.000000,0.699885,0.699885
Validation AUC_PR H1,0.287395,0.000000,0.287395,0.287395
Validation MCC H1,0.162377,0.000000,0.162377,0.162377
Validation Brier H1,0.171177,0.000000,0.171177,0.171177
Validation LogLoss H1,0.507361,0.000000,0.507361,0.507361
Validation Pos_Rate_True H1,0.178947,0.000000,0.178947,0.178947
Validation Pos_Rate_Pred H1,0.226039,0.000000,0.226039,0.226039
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.711100,0.000000,0.711100,0.711100
Test Precision H1,0.287474,0.000000,0.287474,0.287474
Test Recall H1,0.372340,0.000000,0.372340,0.372340
Test F1 H1,0.324450,0.000000,0.324450,0.324450
Test AUC_ROC H1,0.683229,0.000000,0.683229,0.683229
Test AUC_PR H1,0.270910,0.000000,0.270910,0.270910
Test MCC H1,0.146517,0.000000,0.146517,0.146517
Test Brier H1,0.176661,0.000000,0.176661,0.176661
Test LogLoss H1,0.522196,0.000000,0.522196,0.522196
Test Pos_Rate_True H1,0.186323,0.000000,0.186323,0.186323
Test Pos_Rate_Pred H1,0.241328,0.000000,0.241328,0.241328
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
