Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.704173,0.000000,0.704173,0.704173
Train Precision H1,0.315402,0.000000,0.315402,0.315402
Train Recall H1,0.691438,0.000000,0.691438,0.691438
Train F1 H1,0.433198,0.000000,0.433198,0.433198
Train AUC_ROC H1,0.776390,0.000000,0.776390,0.776390
Train AUC_PR H1,0.383956,0.000000,0.383956,0.383956
Train MCC H1,0.307014,0.000000,0.307014,0.307014
Train Brier H1,0.168600,0.000000,0.168600,0.168600
Train LogLoss H1,0.488489,0.000000,0.488489,0.488489
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.358426,0.000000,0.358426,0.358426
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.667590,0.000000,0.667590,0.667590
Validation Precision H1,0.269551,0.000000,0.269551,0.269551
Validation Recall H1,0.501548,0.000000,0.501548,0.501548
Validation F1 H1,0.350649,0.000000,0.350649,0.350649
Validation AUC_ROC H1,0.678783,0.000000,0.678783,0.678783
Validation AUC_PR H1,0.273779,0.000000,0.273779,0.273779
Validation MCC H1,0.167001,0.000000,0.167001,0.167001
Validation Brier H1,0.183422,0.000000,0.183422,0.183422
Validation LogLoss H1,0.528361,0.000000,0.528361,0.528361
Validation Pos_Rate_True H1,0.178947,0.000000,0.178947,0.178947
Validation Pos_Rate_Pred H1,0.332964,0.000000,0.332964,0.332964
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.632309,0.000000,0.632309,0.632309
Test Precision H1,0.276284,0.000000,0.276284,0.276284
Test Recall H1,0.601064,0.000000,0.601064,0.601064
Test F1 H1,0.378559,0.000000,0.378559,0.378559
Test AUC_ROC H1,0.678456,0.000000,0.678456,0.678456
Test AUC_PR H1,0.263186,0.000000,0.263186,0.263186
Test MCC H1,0.190756,0.000000,0.190756,0.190756
Test Brier H1,0.193530,0.000000,0.193530,0.193530
Test LogLoss H1,0.547899,0.000000,0.547899,0.547899
Test Pos_Rate_True H1,0.186323,0.000000,0.186323,0.186323
Test Pos_Rate_Pred H1,0.405352,0.000000,0.405352,0.405352
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
