Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.543714,0.000000,0.543714,0.543714
Train Precision H1,0.258864,0.000000,0.258864,0.258864
Train Recall H1,0.961228,0.000000,0.961228,0.961228
Train F1 H1,0.407883,0.000000,0.407883,0.407883
Train AUC_ROC H1,0.850689,0.000000,0.850689,0.850689
Train AUC_PR H1,0.510824,0.000000,0.510824,0.510824
Train MCC H1,0.320557,0.000000,0.320557,0.320557
Train Brier H1,0.302445,0.000000,0.302445,0.302445
Train LogLoss H1,0.865171,0.000000,0.865171,0.865171
Train Pos_Rate_True H1,0.163497,0.000000,0.163497,0.163497
Train Pos_Rate_Pred H1,0.607105,0.000000,0.607105,0.607105
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.451524,0.000000,0.451524,0.451524
Validation Precision H1,0.232855,0.000000,0.232855,0.232855
Validation Recall H1,0.912500,0.000000,0.912500,0.912500
Validation F1 H1,0.371029,0.000000,0.371029,0.371029
Validation AUC_ROC H1,0.651991,0.000000,0.651991,0.651991
Validation AUC_PR H1,0.251902,0.000000,0.251902,0.251902
Validation MCC H1,0.219507,0.000000,0.219507,0.219507
Validation Brier H1,0.395038,0.000000,0.395038,0.395038
Validation LogLoss H1,1.159429,0.000000,1.159429,1.159429
Validation Pos_Rate_True H1,0.177285,0.000000,0.177285,0.177285
Validation Pos_Rate_Pred H1,0.694737,0.000000,0.694737,0.694737
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.303271,0.000000,0.303271,0.303271
Test Precision H1,0.164053,0.000000,0.164053,0.164053
Test Recall H1,0.931507,0.000000,0.931507,0.931507
Test F1 H1,0.278974,0.000000,0.278974,0.278974
Test AUC_ROC H1,0.620222,0.000000,0.620222,0.620222
Test AUC_PR H1,0.208235,0.000000,0.208235,0.208235
Test MCC H1,0.118073,0.000000,0.118073,0.118073
Test Brier H1,0.516850,0.000000,0.516850,0.516850
Test LogLoss H1,1.557512,0.000000,1.557512,1.557512
Test Pos_Rate_True H1,0.144698,0.000000,0.144698,0.144698
Test Pos_Rate_Pred H1,0.821606,0.000000,0.821606,0.821606
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
