Metric,Average,Std Dev,Max,Min
Training MAE,0.017638799734413624,0.011518067100572172,0.033896010369062424,0.008629211224615574
Training R²,0.9866062785382276,0.01403057973103996,0.9969323681976713,0.9667696296644254
Validation MAE,0.10911211557686329,0.11738683604701007,0.2751220762729645,0.025953421369194984
Validation R²,-3.61165608863346,6.392066224851042,0.909941884210084,-12.651402616031268
