Metric,Average,Std Dev,Max,Min
Training MAE,0.004138764770080646,0.00016162062782603824,0.004283297806978226,0.0039131538942456245
Training R²,0.999277550804225,3.851557413450995e-05,0.9993304154456896,0.9992397531221485
Validation MAE,0.004723051562905312,0.0017252382828058354,0.007045089732855558,0.0029133609496057034
Validation R²,0.9923906747646365,0.004212106842144298,0.9980542050704625,0.9879601336953735
