Metric,Average,Std Dev,Max,Min
Training MAE,0.006730832004298766,0.00012639266012066976,0.0068762535229325294,0.00656810961663723
Training R²,0.9979197159988117,4.482068018601126e-05,0.9979792589522002,0.9978711211965655
Validation MAE,0.05600200966000557,0.0014309456737621193,0.057248011231422424,0.053998060524463654
Validation R²,0.49690676960922303,0.027458946983372395,0.5354441634408329,0.4734977089830625
