Metric,Average,Std Dev,Max,Min
Training MAE,0.08262376921872298,0.04285147950897025,0.13538631796836853,0.0304266270250082
Training R²,0.7995218795727892,0.165706555581842,0.9767570671996118,0.5781309448947266
Validation MAE,0.06755953313161929,0.04284553980201961,0.12022697925567627,0.01527941320091486
Validation R²,0.18891760079957445,0.7522805953998889,0.9676626522572681,-0.8281939231964124
