Metric,Average,Std Dev,Max,Min
Training MAE,0.0017899753829329565,2.168404344971009e-19,0.0017899753829329567,0.0017899753829329567
Training R²,0.9998350408289389,0.0,0.9998350408289389,0.9998350408289389
Validation MAE,0.16640521803618066,0.0,0.16640521803618066,0.16640521803618066
Validation R²,-3.5308893934725205,0.0,-3.5308893934725205,-3.5308893934725205
