Metric,Average,Std Dev,Min,Max
Train MAE H24,0.001958,0.001062,0.000978,0.003434
Train MAE H48,0.001851,0.000408,0.001383,0.002378
Train MAE H72,0.001572,0.000509,0.000992,0.002232
Train MAE H96,0.002045,0.000650,0.001137,0.002620
Train MAE H120,0.002200,0.000667,0.001260,0.002745
Train MAE H144,0.004807,0.000522,0.004157,0.005434
Train R2 H24,0.998540,0.001548,0.996365,0.999841
Train R2 H48,0.999354,0.000298,0.998978,0.999708
Train R2 H72,0.999388,0.000339,0.999000,0.999825
Train R2 H96,0.999163,0.000469,0.998652,0.999784
Train R2 H120,0.999159,0.000479,0.998571,0.999744
Train R2 H144,0.996068,0.000586,0.995242,0.996549
Train Uncertainty H24,0.000825,0.000584,0.000053,0.001464
Train Uncertainty H48,0.001251,0.000291,0.000855,0.001544
Train Uncertainty H72,0.001164,0.000396,0.000746,0.001695
Train Uncertainty H96,0.001279,0.000312,0.000869,0.001625
Train Uncertainty H120,0.001265,0.000326,0.000966,0.001719
Train Uncertainty H144,0.001445,0.000485,0.000911,0.002084
Train SNR H24,8034.904297,9937.618164,798.146912,22086.708984
Train SNR H48,996.105652,266.056885,757.986023,1367.462280
Train SNR H72,1123.233521,357.819916,689.944824,1566.258789
Train SNR H96,978.924622,266.350220,719.854126,1345.262573
Train SNR H120,982.362305,222.610626,680.342651,1210.322266
Train SNR H144,907.359558,296.161316,562.045227,1285.286743
Validation MAE H24,0.002240,0.001395,0.001147,0.004209
Validation MAE H48,0.001851,0.000104,0.001773,0.001998
Validation MAE H72,0.001668,0.000111,0.001584,0.001824
Validation MAE H96,0.001955,0.000249,0.001702,0.002293
Validation MAE H120,0.002063,0.000318,0.001640,0.002405
Validation MAE H144,0.005194,0.000370,0.004778,0.005676
Validation R2 H24,0.985070,0.016232,0.962127,0.997187
Validation R2 H48,0.992657,0.000844,0.991466,0.993321
Validation R2 H72,0.994070,0.000938,0.992744,0.994745
Validation R2 H96,0.991908,0.002153,0.988936,0.993964
Validation R2 H120,0.990970,0.002733,0.987801,0.994471
Validation R2 H144,0.945701,0.006797,0.936696,0.953116
Validation Uncertainty H24,0.000880,0.000609,0.000053,0.001502
Validation Uncertainty H48,0.001313,0.000283,0.000935,0.001615
Validation Uncertainty H72,0.001226,0.000409,0.000831,0.001789
Validation Uncertainty H96,0.001283,0.000275,0.000952,0.001626
Validation Uncertainty H120,0.001243,0.000345,0.000950,0.001728
Validation Uncertainty H144,0.001401,0.000487,0.000888,0.002055
Validation SNR H24,8161.710449,10202.191406,796.082886,22588.718750
Validation SNR H48,959.754211,229.944046,740.747009,1277.436279
Validation SNR H72,1078.683960,316.062744,667.930969,1436.720093
Validation SNR H96,977.191406,213.531982,735.463013,1254.801880
Validation SNR H120,1028.187744,243.501343,690.839417,1256.748779
Validation SNR H144,956.862610,311.068787,580.937439,1342.703613
Test MAE H24,0.001773,0.000761,0.001024,0.002816
Test MAE H48,0.001945,0.000440,0.001513,0.002550
Test MAE H72,0.001921,0.000347,0.001524,0.002370
Test MAE H96,0.001893,0.000572,0.001423,0.002698
Test MAE H120,0.002007,0.000474,0.001605,0.002672
Test MAE H144,0.004420,0.000834,0.003258,0.005174
Test R2 H24,0.967287,0.027731,0.928329,0.990669
Test R2 H48,0.968923,0.012188,0.952046,0.980395
Test R2 H72,0.970913,0.008487,0.959493,0.979822
Test R2 H96,0.969170,0.016409,0.946048,0.982435
Test R2 H120,0.965648,0.014287,0.945541,0.977413
Test R2 H144,0.837669,0.050095,0.791274,0.907233
Test Uncertainty H24,0.000707,0.000504,0.000052,0.001277
Test Uncertainty H48,0.001075,0.000239,0.000761,0.001341
Test Uncertainty H72,0.000956,0.000351,0.000617,0.001440
Test Uncertainty H96,0.001059,0.000256,0.000732,0.001358
Test Uncertainty H120,0.000984,0.000316,0.000741,0.001430
Test Uncertainty H144,0.001198,0.000430,0.000742,0.001775
Test SNR H24,7927.437012,9590.771484,879.217712,21487.298828
Test SNR H48,1103.969604,269.333160,838.872986,1473.379395
Test SNR H72,1326.848755,425.319092,780.019775,1817.238037
Test SNR H96,1129.894653,295.305389,827.200928,1530.420776
Test SNR H120,1244.583374,326.382355,785.027893,1511.707397
Test SNR H144,1059.154663,356.957397,632.561951,1506.207031
