Metric,Average,Std Dev,Min,Max
Train MAE H24,0.003258,0.002298,0.000934,0.006386
Train MAE H48,0.002455,0.001988,0.000912,0.005262
Train MAE H72,0.001478,0.000341,0.001121,0.001937
Train MAE H96,0.005905,0.005186,0.001270,0.013144
Train MAE H120,0.005262,0.005540,0.001159,0.013095
Train MAE H144,0.006508,0.002801,0.003815,0.010370
Train R2 H24,0.997558,0.002698,0.993775,0.999874
Train R2 H48,0.998260,0.002190,0.995164,0.999866
Train R2 H72,0.999633,0.000167,0.999404,0.999797
Train R2 H96,0.990522,0.011766,0.973916,0.999732
Train R2 H120,0.991247,0.011948,0.974350,0.999788
Train R2 H144,0.992862,0.006320,0.983981,0.998175
Train Uncertainty H24,0.001044,0.000884,0.000000,0.002161
Train Uncertainty H48,0.001984,0.001244,0.001029,0.003741
Train Uncertainty H72,0.001613,0.000429,0.001235,0.002213
Train Uncertainty H96,0.002340,0.002310,0.000000,0.005485
Train Uncertainty H120,0.002344,0.000992,0.001494,0.003735
Train Uncertainty H144,0.003682,0.002268,0.001872,0.006880
Train SNR H24,39775428.000000,56249540.000000,618.880859,119324288.000000
Train SNR H48,929.763916,410.324402,357.596039,1299.616211
Train SNR H72,882.872253,203.249237,604.190247,1083.185669
Train SNR H96,1592926.875000,2251950.250000,243.964203,4777665.500000
Train SNR H120,665.107910,226.043350,358.090302,895.743469
Train SNR H144,497.085297,220.735535,194.421661,714.616150
Validation MAE H24,0.002334,0.001479,0.000745,0.004306
Validation MAE H48,0.001780,0.001108,0.000983,0.003346
Validation MAE H72,0.001478,0.000409,0.001102,0.002046
Validation MAE H96,0.004770,0.003307,0.001626,0.009340
Validation MAE H120,0.004462,0.003996,0.001465,0.010109
Validation MAE H144,0.007039,0.001843,0.005183,0.009551
Validation R2 H24,0.998097,0.001905,0.995453,0.999868
Validation R2 H48,0.999034,0.000996,0.997625,0.999741
Validation R2 H72,0.999249,0.000366,0.998745,0.999606
Validation R2 H96,0.992241,0.007829,0.981330,0.999322
Validation R2 H120,0.992292,0.009573,0.978758,0.999338
Validation R2 H144,0.987702,0.005431,0.980440,0.993497
Validation Uncertainty H24,0.000691,0.000579,0.000000,0.001418
Validation Uncertainty H48,0.001677,0.001350,0.000657,0.003585
Validation Uncertainty H72,0.001058,0.000241,0.000821,0.001389
Validation Uncertainty H96,0.001382,0.001311,0.000000,0.003143
Validation Uncertainty H120,0.001904,0.001036,0.001031,0.003360
Validation Uncertainty H144,0.002268,0.001263,0.001236,0.004046
Validation SNR H24,65486160.000000,92609408.000000,896.286194,196455648.000000
Validation SNR H48,1299.076782,680.816528,354.609711,1933.338989
Validation SNR H72,1257.613647,261.096497,913.213501,1545.132812
Validation SNR H96,1499815.000000,2119880.000000,403.674591,4497778.000000
Validation SNR H120,855.405823,354.640808,378.816498,1228.985718
Validation SNR H144,724.137878,300.540009,314.162994,1026.217651
Test MAE H24,0.002421,0.001392,0.000769,0.004174
Test MAE H48,0.002051,0.001207,0.001016,0.003744
Test MAE H72,0.001910,0.000731,0.001194,0.002915
Test MAE H96,0.004352,0.002861,0.001837,0.008355
Test MAE H120,0.003951,0.003240,0.001578,0.008532
Test MAE H144,0.005829,0.001348,0.004749,0.007730
Test R2 H24,0.993608,0.005694,0.985881,0.999433
Test R2 H48,0.995179,0.004825,0.988368,0.998940
Test R2 H72,0.995690,0.003059,0.991493,0.998697
Test R2 H96,0.976288,0.025759,0.939896,0.995914
Test R2 H120,0.977031,0.027804,0.937710,0.996877
Test R2 H144,0.968717,0.015095,0.947392,0.980222
Test Uncertainty H24,0.000672,0.000545,0.000000,0.001334
Test Uncertainty H48,0.001590,0.001228,0.000680,0.003326
Test Uncertainty H72,0.000982,0.000278,0.000750,0.001373
Test Uncertainty H96,0.001678,0.001685,0.000000,0.003983
Test Uncertainty H120,0.001191,0.000242,0.000914,0.001504
Test Uncertainty H144,0.002024,0.000988,0.001285,0.003420
Test SNR H24,65904684.000000,93201464.000000,877.027954,197711456.000000
Test SNR H48,1201.978027,605.733215,352.605408,1723.068359
Test SNR H72,1280.390747,307.057159,853.598206,1563.157227
Test SNR H96,1690998.125000,2390435.250000,294.176697,5071584.000000
Test SNR H120,1026.032349,206.274567,779.192444,1284.086426
Test SNR H144,705.867249,257.671143,342.813812,914.518372
