ts,stage,generation,candidate,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,extra
1765763625.371,before_preprocess,0,4,6453804,6453804,3680604,206743164,
1765763625.579,after_preprocess,0,4,6453852,6453852,3680604,206743164,
1765763625.579,before_build_model,0,4,6453852,6453852,3680604,206743164,
1765763625.748,after_build_model,0,4,6453856,6453856,3706948,206743164,
1765763625.748,before_fit,0,4,6453856,6453856,3706948,206743164,{"params":{"use_log1p_features":["typical_price"],"window_size":24,"positional_encoding":false,"intermediate_layers":4,"initial_layer_size":52,"encoder_lstm_units":15,"layer_size_divisor":30}}
1765765014.815,after_fit,0,4,8073784,8073784,4949072,206743164,
1765765015.408,candidate_end,0,4,8073760,8073760,4938244,206743164,
1765765015.410,candidate_start,0,5,8073760,8073760,4938244,206743164,
1765765016.007,before_preprocess,0,5,8073760,8073760,4938052,206743164,
1765765016.190,after_preprocess,0,5,8073776,8073776,4938052,206743164,
1765765016.190,before_build_model,0,5,8073776,8073776,4938052,206743164,
1765765016.367,after_build_model,0,5,8073780,8073780,4962980,206743164,
1765765016.368,before_fit,0,5,8073780,8073780,4962980,206743164,{"params":{"use_log1p_features":["typical_price"],"window_size":66,"positional_encoding":true,"intermediate_layers":4,"initial_layer_size":37,"encoder_lstm_units":29,"layer_size_divisor":21}}
1765766700.082,after_fit,0,5,9922908,9922908,6449780,209729892,
1765766700.782,candidate_end,0,5,9922884,9922884,6440572,209729892,
1765766700.786,candidate_start,0,6,9922884,9922888,6440572,209729892,
1765766701.486,before_preprocess,0,6,9922888,9922888,6440380,209729892,
1765766701.691,after_preprocess,0,6,9922988,9922988,6440380,209729892,
1765766701.691,before_build_model,0,6,9922988,9922988,6440380,209729892,
1765766701.861,after_build_model,0,6,9922988,9922988,6463480,209729892,
1765766701.861,before_fit,0,6,9922988,9922988,6463480,209729892,{"params":{"use_log1p_features":["typical_price"],"window_size":93,"positional_encoding":true,"intermediate_layers":2,"initial_layer_size":34,"encoder_lstm_units":17,"layer_size_divisor":23}}
1765767525.066,after_fit,0,6,10833148,10833148,7205456,217098160,
1765767525.902,candidate_end,0,6,10833124,10833124,7196572,217098160,
1765767525.903,candidate_start,0,7,10833124,10833124,7196572,217098160,
1765767526.676,before_preprocess,0,7,10833124,10833124,7196380,217098160,
1765767526.856,after_preprocess,0,7,10833200,10833200,7196380,217098160,
1765767526.856,before_build_model,0,7,10833200,10833200,7196380,217098160,
1765767527.023,after_build_model,0,7,10833204,10833204,7222276,217098160,
1765767527.023,before_fit,0,7,10833204,10833204,7222276,217098160,{"params":{"use_log1p_features":["typical_price"],"window_size":36,"positional_encoding":true,"intermediate_layers":2,"initial_layer_size":61,"encoder_lstm_units":20,"layer_size_divisor":23}}
1765768667.698,after_fit,0,7,12265892,12265892,8251380,217098160,
1765768668.564,candidate_end,0,7,12265868,12265868,8239580,217098160,
1765768668.568,candidate_start,0,8,12265868,12265868,8239580,217098160,
1765768669.468,before_preprocess,0,8,12265868,12265868,8239388,217098160,
1765768669.677,after_preprocess,0,8,12269064,12269064,8239388,217098160,
1765768669.678,before_build_model,0,8,12269064,12269064,8239388,217098160,
1765768669.847,after_build_model,0,8,12120952,12263072,8267588,217098160,
1765768669.847,before_fit,0,8,12120952,12263072,8267588,217098160,{"params":{"use_log1p_features":null,"window_size":42,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":83,"encoder_lstm_units":14,"layer_size_divisor":27}}
1765769514.484,after_fit,0,8,13246304,13246304,9052532,217098160,
1765769515.476,candidate_end,0,8,13246280,13246280,9038356,217098160,
1765769515.480,candidate_start,0,9,13246280,13246280,9038356,217098160,
1765769516.460,before_preprocess,0,9,13246280,13246280,9038164,217098160,
1765769516.658,after_preprocess,0,9,13249476,13249476,9038164,217098160,
1765769516.658,before_build_model,0,9,13249476,13249476,9038164,217098160,
1765769516.831,after_build_model,0,9,13249484,13249484,9064916,217098160,
1765769516.831,before_fit,0,9,13249484,13249484,9064916,217098160,{"params":{"use_log1p_features":null,"window_size":54,"positional_encoding":true,"intermediate_layers":3,"initial_layer_size":61,"encoder_lstm_units":11,"layer_size_divisor":13}}
1765770649.102,after_fit,0,9,14536772,14536772,10090984,217098160,
1765770650.191,candidate_end,0,9,14536748,14536748,10079184,217098160,
1765770650.193,candidate_start,0,10,14536748,14536748,10079184,217098160,
1765770651.276,before_preprocess,0,10,14536748,14536748,10078992,217098160,
1765770651.460,after_preprocess,0,10,14536848,14536848,10078992,217098160,
1765770651.460,before_build_model,0,10,14536848,14536848,10078992,217098160,
1765770651.630,after_build_model,0,10,14536872,14536872,10114008,217098160,
1765770651.631,before_fit,0,10,14536872,14536872,10114008,217098160,{"params":{"use_log1p_features":["typical_price"],"window_size":72,"positional_encoding":false,"intermediate_layers":3,"initial_layer_size":111,"encoder_lstm_units":13,"layer_size_divisor":11}}
1765771759.812,after_fit,0,10,15788996,15788996,11143736,217098160,
1765771761.006,candidate_end,0,10,15788972,15788972,11122912,217098160,
1765771761.011,candidate_start,0,11,15788972,15788972,11122912,217098160,
1765771762.202,before_preprocess,0,11,15788972,15788972,11122720,217098160,
1765771762.385,after_preprocess,0,11,15788996,15788996,11122720,217098160,
1765771762.386,before_build_model,0,11,15788996,15788996,11122720,217098160,
1765771762.567,after_build_model,0,11,15789008,15789008,11152688,217098160,
1765771762.567,before_fit,0,11,15789008,15789008,11152688,217098160,{"params":{"use_log1p_features":["typical_price"],"window_size":32,"positional_encoding":true,"intermediate_layers":5,"initial_layer_size":76,"encoder_lstm_units":14,"layer_size_divisor":14}}
1765772480.932,after_fit,0,11,16637392,16637392,11831400,217098160,
1765772482.218,candidate_end,0,11,16637368,16637368,11817964,217098160,
1765772482.220,candidate_start,0,12,16637368,16637368,11817964,217098160,
1765772483.516,before_preprocess,0,12,16637368,16637368,11817772,217098160,
1765772483.696,after_preprocess,0,12,16639560,16639560,11817772,217098160,
1765772483.696,before_build_model,0,12,16639560,16639560,11817772,217098160,
1765772483.872,after_build_model,0,12,16639584,16639584,11851012,217098160,
1765772483.872,before_fit,0,12,16639584,16639584,11851012,217098160,{"params":{"use_log1p_features":null,"window_size":69,"positional_encoding":true,"intermediate_layers":3,"initial_layer_size":106,"encoder_lstm_units":24,"layer_size_divisor":11}}
1765773510.147,after_fit,0,12,17795732,17795732,12805708,217098160,
1765773511.513,candidate_end,0,12,17795708,17795712,12786912,217098160,
1765773511.515,candidate_start,0,13,17795712,17795712,12786912,217098160,
1765773512.898,before_preprocess,0,13,17795712,17795712,12786720,217098160,
1765773513.082,after_preprocess,0,13,17798980,17798980,12786720,217098160,
1765773513.082,before_build_model,0,13,17798980,17798980,12786720,217098160,
1765773513.243,after_build_model,0,13,17798992,17798992,13304944,217098160,
1765773513.244,before_fit,0,13,17798992,17798992,13304944,217098160,{"params":{"use_log1p_features":null,"window_size":57,"positional_encoding":false,"intermediate_layers":1,"initial_layer_size":100,"encoder_lstm_units":17,"layer_size_divisor":20}}
1765774265.505,after_fit,0,13,18623320,18623320,15035196,234912048,
1765774266.999,candidate_end,0,13,18623296,18623296,14960832,234912048,
1765774267.002,candidate_start,0,14,18623296,18623296,14960832,234912048,
1765774268.472,before_preprocess,0,14,18623296,18623296,14960640,234912048,
1765774268.653,after_preprocess,0,14,18626508,18626508,14960640,234912048,
1765774268.653,before_build_model,0,14,18626508,18626508,14960640,234912048,
1765774268.819,after_build_model,0,14,18478776,18621088,14990048,234912048,
1765774268.819,before_fit,0,14,18478776,18621088,14990048,234912048,{"params":{"use_log1p_features":null,"window_size":46,"positional_encoding":true,"intermediate_layers":2,"initial_layer_size":92,"encoder_lstm_units":12,"layer_size_divisor":16}}
1765775075.803,after_fit,0,14,19703176,19703176,15756812,234912048,
1765775077.378,candidate_end,0,14,19703152,19703152,15737820,234912048,
1765775077.382,candidate_start,0,15,19703152,19703156,15737820,234912048,
1765775078.970,before_preprocess,0,15,19703156,19703156,15737628,234912048,
1765775079.157,after_preprocess,0,15,19706336,19706336,15737628,234912048,
1765775079.157,before_build_model,0,15,19706336,19706336,15737628,234912048,
1765775079.342,after_build_model,0,15,19706340,19706340,15767012,234912048,
1765775079.342,before_fit,0,15,19706340,19706340,15767012,234912048,{"params":{"use_log1p_features":["typical_price"],"window_size":47,"positional_encoding":false,"intermediate_layers":5,"initial_layer_size":72,"encoder_lstm_units":28,"layer_size_divisor":19}}
1765776517.632,after_fit,0,15,21281732,21281732,17050640,234912048,
1765776519.293,candidate_end,0,15,21281708,21281708,17037652,234912048,
1765776519.296,candidate_start,0,16,21281708,21281708,17037652,234912048,
1765776520.975,before_preprocess,0,16,21281708,21281708,17037460,234912048,
1765776521.157,after_preprocess,0,16,21281724,21281724,17037460,234912048,
1765776521.157,before_build_model,0,16,21281724,21281724,17037460,234912048,
1765776521.330,after_build_model,0,16,21281732,21281732,17293464,234912048,
1765776521.330,before_fit,0,16,21281732,21281732,17293464,234912048,{"params":{"use_log1p_features":null,"window_size":81,"positional_encoding":true,"intermediate_layers":1,"initial_layer_size":71,"encoder_lstm_units":15,"layer_size_divisor":22}}
1765777420.666,after_fit,0,16,22519028,22519028,18590836,234912048,
1765777422.419,candidate_end,0,16,22519004,22519004,18550200,234912048,
1765777422.422,candidate_start,0,17,22519004,22519004,18550200,234912048,
1765777424.220,before_preprocess,0,17,22519004,22519004,18550008,234912048,
1765777424.402,after_preprocess,0,17,22519096,22519096,18550008,234912048,
1765777424.402,before_build_model,0,17,22519096,22519096,18550008,234912048,
1765777424.567,after_build_model,0,17,22519116,22519116,18575184,234912048,
1765777424.567,before_fit,0,17,22519116,22519116,18575184,234912048,{"params":{"use_log1p_features":["typical_price"],"window_size":36,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":56,"encoder_lstm_units":25,"layer_size_divisor":25}}
1765778328.922,after_fit,0,17,23553908,23553908,19401224,234912048,
1765778330.795,candidate_end,0,17,23553884,23553884,19389964,234912048,
1765778330.796,candidate_start,0,18,23553884,23553884,19389964,234912048,
1765778332.613,before_preprocess,0,18,23553884,23553884,19389772,234912048,
1765778332.796,after_preprocess,0,18,23558812,23558812,19389772,234912048,
1765778332.796,before_build_model,0,18,23558812,23558812,19389772,234912048,
1765778332.994,after_build_model,0,18,23558824,23558824,19414676,234912048,
1765778332.995,before_fit,0,18,23558824,23558824,19414676,234912048,{"params":{"use_log1p_features":["typical_price"],"window_size":80,"positional_encoding":true,"intermediate_layers":5,"initial_layer_size":29,"encoder_lstm_units":28,"layer_size_divisor":19}}
1765779880.201,after_fit,0,18,25236136,25236136,20772668,234912048,
1765779882.180,candidate_end,0,18,25236112,25236112,20764324,234912048,
1765779882.182,candidate_start,0,19,25236112,25236112,20764324,234912048,
1765779884.164,before_preprocess,0,19,25236112,25236112,20764132,234912048,
1765779884.368,after_preprocess,0,19,25236216,25236216,20764132,234912048,
1765779884.368,before_build_model,0,19,25236216,25236216,20764132,234912048,
1765779884.542,after_build_model,0,19,25087232,25231260,20891524,234912048,
1765779884.543,before_fit,0,19,25087232,25231260,20891524,234912048,{"params":{"use_log1p_features":["typical_price"],"window_size":74,"positional_encoding":false,"intermediate_layers":1,"initial_layer_size":49,"encoder_lstm_units":21,"layer_size_divisor":30}}
1765780759.024,after_fit,0,19,26171948,26171948,21886800,234912048,
1765780761.076,candidate_end,0,19,26171924,26171924,21865464,234912048,
1765780761.078,candidate_start,0,20,26171924,26171924,21865464,234912048,
1765780763.140,before_preprocess,0,20,26171924,26171924,21865272,234912048,
1765780763.324,after_preprocess,0,20,26174100,26174100,21865272,234912048,
1765780763.325,before_build_model,0,20,26174100,26174100,21865272,234912048,
1765780763.501,after_build_model,0,20,26174120,26174120,21891248,234912048,
1765780763.501,before_fit,0,20,26174120,26174120,21891248,234912048,{"params":{"use_log1p_features":["typical_price"],"window_size":55,"positional_encoding":false,"intermediate_layers":3,"initial_layer_size":56,"encoder_lstm_units":24,"layer_size_divisor":26}}
1765781826.518,after_fit,0,20,27365784,27365784,22856712,234912048,
1765781828.813,candidate_end,0,20,27381360,27381360,22845452,234912048,
1765781828.817,candidate_start,1,1,27381360,27381360,22845452,234912048,
1765781830.969,before_preprocess,1,1,27381360,27381360,22845260,234912048,
1765781831.156,after_preprocess,1,1,27381432,27381432,22845260,234912048,
1765781831.156,before_build_model,1,1,27381432,27381432,22845260,234912048,
1765781831.322,after_build_model,1,1,27381468,27381468,23215520,234912048,
1765781831.322,before_fit,1,1,27381468,27381468,23215520,234912048,{"params":{"use_log1p_features":null,"window_size":89,"positional_encoding":true,"intermediate_layers":1,"initial_layer_size":85,"encoder_lstm_units":16,"layer_size_divisor":19}}
1765782558.536,after_fit,1,1,27791944,27849188,24600620,242331312,
1765782560.821,candidate_end,1,1,27794120,27849188,24545772,242331312,
1765782560.824,candidate_start,1,2,27794120,27849188,24545772,242331312,
1765782563.068,before_preprocess,1,2,27794168,27849188,24545580,242331312,
1765782563.261,after_preprocess,1,2,27797340,27849188,24545580,242331312,
1765782563.261,before_build_model,1,2,27797340,27849188,24545580,242331312,
1765782563.440,after_build_model,1,2,27798004,27849188,24926660,242331312,
1765782563.440,before_fit,1,2,27798004,27849188,24926660,242331312,{"params":{"use_log1p_features":null,"window_size":50,"positional_encoding":false,"intermediate_layers":1,"initial_layer_size":86,"encoder_lstm_units":16,"layer_size_divisor":23}}
1765783502.198,after_fit,1,2,27833948,28047572,26526152,242331312,
1765783505.015,candidate_end,1,2,27916556,28047572,26469756,242331312,
1765783505.019,candidate_start,1,3,27916556,28047572,26469756,242331312,
1765783507.386,before_preprocess,1,3,27916572,28047572,26469564,242331312,
1765783507.592,after_preprocess,1,3,27922656,28047572,26469564,242331312,
1765783507.592,before_build_model,1,3,27922656,28047572,26469564,242331312,
1765783507.765,after_build_model,1,3,27922700,28047572,26927804,242331312,
1765783507.765,before_fit,1,3,27922700,28047572,26927804,242331312,{"params":{"use_log1p_features":["typical_price"],"window_size":63,"positional_encoding":false,"intermediate_layers":1,"initial_layer_size":95,"encoder_lstm_units":24,"layer_size_divisor":21}}
1765784263.391,after_fit,1,3,28112820,28112820,28526824,243898116,
1765784266.147,candidate_end,1,3,27925724,28117444,28460028,243898116,
1765784266.149,candidate_start,1,4,27925724,28117444,28460028,243898116,
1765784268.604,before_preprocess,1,4,27925724,28117444,28459836,243898116,
1765784268.817,after_preprocess,1,4,27929208,28117444,28459836,243898116,
1765784268.817,before_build_model,1,4,27929208,28117444,28459836,243898116,
1765784269.007,after_build_model,1,4,27929260,28117444,28485556,243898116,
1765784269.007,before_fit,1,4,27929260,28117444,28485556,243898116,{"params":{"use_log1p_features":null,"window_size":30,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":61,"encoder_lstm_units":18,"layer_size_divisor":24}}
1765785523.605,after_fit,1,4,28187532,28187532,29608636,243898116,
1765785526.414,candidate_end,1,4,28233420,28233420,29596836,243898116,
1765785526.417,candidate_start,1,5,28233420,28233420,29596836,243898116,
1765785528.919,before_preprocess,1,5,28233420,28233420,29596644,243898116,
1765785529.116,after_preprocess,1,5,28236712,28236712,29596644,243898116,
1765785529.116,before_build_model,1,5,28236712,28236712,29596644,243898116,
1765785529.295,after_build_model,1,5,28236724,28236724,29625908,243898116,
1765785529.295,before_fit,1,5,28236724,28236724,29625908,243898116,{"params":{"use_log1p_features":["typical_price"],"window_size":36,"positional_encoding":false,"intermediate_layers":5,"initial_layer_size":71,"encoder_lstm_units":17,"layer_size_divisor":16}}
1765787133.343,after_fit,1,5,28964316,28964316,31039824,243898116,
1765787136.454,candidate_end,1,5,28974508,28992856,31026944,243898116,
1765787136.469,candidate_start,1,6,28974732,28992856,31026944,243898116,
1765787139.135,before_preprocess,1,6,28975092,28992856,31026752,243898116,
1765787139.349,after_preprocess,1,6,28983240,28992856,31026752,243898116,
1765787139.349,before_build_model,1,6,28983240,28992856,31026752,243898116,
1765787139.558,after_build_model,1,6,28831220,28992856,31056884,243898116,
1765787139.558,before_fit,1,6,28831224,28992856,31056884,243898116,{"params":{"use_log1p_features":["typical_price"],"window_size":43,"positional_encoding":true,"intermediate_layers":5,"initial_layer_size":77,"encoder_lstm_units":25,"layer_size_divisor":17}}
1765787412.103,candidate_end,1,6,29349412,29358872,31338424,243898116,
1765787412.114,candidate_start,1,7,29352144,29358872,31338424,243898116,
1765787414.853,before_preprocess,1,7,29356080,29358872,31338424,243898116,
1765787415.076,after_preprocess,1,7,29359656,29359656,31338424,243898116,
1765787415.078,before_build_model,1,7,29360152,29360152,31338424,243898116,
1765787415.324,after_build_model,1,7,29362844,29370472,31655240,243898116,
1765787415.325,before_fit,1,7,29363100,29370472,31655240,243898116,{"params":{"use_log1p_features":null,"window_size":46,"positional_encoding":true,"intermediate_layers":1,"initial_layer_size":79,"encoder_lstm_units":12,"layer_size_divisor":23}}
1765787795.011,candidate_end,1,7,29360360,29477744,32322288,243898116,
1765787795.020,candidate_start,1,8,29361692,29477744,32322288,243898116,
1765787797.842,before_preprocess,1,8,29364028,29477744,32322288,243898116,
1765787798.062,after_preprocess,1,8,29371876,29477744,32322288,243898116,
1765787798.062,before_build_model,1,8,29371924,29477744,32322288,243898116,
1765787798.298,after_build_model,1,8,29368168,29477744,32350932,243898116,
1765787798.300,before_fit,1,8,29368420,29477744,32350932,243898116,{"params":{"use_log1p_features":null,"window_size":81,"positional_encoding":true,"intermediate_layers":2,"initial_layer_size":84,"encoder_lstm_units":15,"layer_size_divisor":15}}
1765788323.137,candidate_end,1,8,29475380,29507064,32409544,243898116,
1765788323.162,candidate_start,1,9,29476544,29507064,32409544,243898116,
1765788326.488,before_preprocess,1,9,29477864,29507064,32409544,243898116,
1765788327.298,after_preprocess,1,9,29480644,29507064,32409544,243898116,
1765788327.302,before_build_model,1,9,29482348,29507064,32409544,243898116,
1765788382.915,after_build_model,1,9,29485708,29507064,32438244,243898116,
1765788382.918,before_fit,1,9,29486192,29507064,32438244,243898116,{"params":{"use_log1p_features":null,"window_size":69,"positional_encoding":true,"intermediate_layers":2,"initial_layer_size":85,"encoder_lstm_units":12,"layer_size_divisor":12}}
1765794400.126,candidate_start,0,1,978112,978112,1032,1032,
1765794400.261,subprocess_start,0,1,978120,978120,1032,1032,{"params":{"use_log1p_features":null,"window_size":69,"positional_encoding":true,"intermediate_layers":1,"initial_layer_size":22,"encoder_lstm_units":29,"layer_size_divisor":31}}
1765794402.187,before_preprocess,0,1,977012,977012,1032,1032,
1765794402.368,after_preprocess,0,1,988344,988344,1032,1032,
1765794402.368,before_build_model,0,1,988344,988344,1032,1032,
1765794402.920,after_build_model,0,1,1069732,1069732,35796,38844,
1765794402.920,before_fit,0,1,1069732,1069732,35796,38844,{"params":{"use_log1p_features":null,"window_size":69,"positional_encoding":true,"intermediate_layers":1,"initial_layer_size":22,"encoder_lstm_units":29,"layer_size_divisor":31}}
1765795170.446,after_fit,0,1,2738096,2738096,762668,207036412,
1765795171.746,subprocess_ok,0,1,1020120,1055948,1032,1032,{"fitness":0.011908255517482758,"naive_mae":0.0087419543415308}
1765795171.746,candidate_end,0,1,1020120,1055948,1032,1032,
1765795171.747,candidate_start,0,2,993556,1055948,1032,1032,
1765795171.885,subprocess_start,0,2,993556,1055948,1032,1032,{"params":{"use_log1p_features":["typical_price"],"window_size":35,"positional_encoding":true,"intermediate_layers":3,"initial_layer_size":59,"encoder_lstm_units":29,"layer_size_divisor":25}}
1765795173.699,before_preprocess,0,2,979316,979316,1032,1032,
1765795173.886,after_preprocess,0,2,991052,991052,1032,1032,
1765795173.886,before_build_model,0,2,991052,991052,1032,1032,
1765795174.375,after_build_model,0,2,1070924,1070924,27564,28432,
1765795174.375,before_fit,0,2,1070924,1070924,27564,28432,{"params":{"use_log1p_features":["typical_price"],"window_size":35,"positional_encoding":true,"intermediate_layers":3,"initial_layer_size":59,"encoder_lstm_units":29,"layer_size_divisor":25}}
1765796472.189,candidate_start,0,1,984516,984516,1032,1032,
1765796472.335,subprocess_start,0,1,984520,984520,1032,1032,{"params":{"use_log1p_features":null,"window_size":36,"positional_encoding":true,"intermediate_layers":1,"initial_layer_size":124,"encoder_lstm_units":26,"layer_size_divisor":26}}
1765796474.162,before_preprocess,0,1,979256,979256,1032,1032,
1765796474.337,after_preprocess,0,1,986704,986704,1032,1032,
1765796474.338,before_build_model,0,1,986704,986704,1032,1032,
1765796474.829,after_build_model,0,1,1070244,1070244,795432,940164,
1765796474.829,before_fit,0,1,1070244,1070244,795432,940164,{"params":{"use_log1p_features":null,"window_size":36,"positional_encoding":true,"intermediate_layers":1,"initial_layer_size":124,"encoder_lstm_units":26,"layer_size_divisor":26}}
1765797421.932,after_fit,0,1,2915116,2915116,3306944,219174896,
1765797423.057,subprocess_ok,0,1,984528,984528,1032,1032,{"fitness":0.009110899642109871,"naive_mae":0.008707670494914055}
1765797423.066,candidate_end,0,1,984528,984528,1032,1032,
1765797423.067,candidate_start,0,2,984528,984528,1032,1032,
1765797423.215,subprocess_start,0,2,984528,984528,1032,1032,{"params":{"use_log1p_features":["typical_price"],"window_size":91,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":115,"encoder_lstm_units":12,"layer_size_divisor":16}}
1765797425.053,before_preprocess,0,2,979144,979144,1032,1032,
1765797425.242,after_preprocess,0,2,991052,999176,1032,1032,
1765797425.242,before_build_model,0,2,991052,999176,1032,1032,
1765797425.718,after_build_model,0,2,1072524,1072524,32896,36052,
1765797425.718,before_fit,0,2,1072524,1072524,32896,36052,{"params":{"use_log1p_features":["typical_price"],"window_size":91,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":115,"encoder_lstm_units":12,"layer_size_divisor":16}}
1765798201.923,after_fit,0,2,2773956,2773956,775520,211445228,
1765798203.050,subprocess_ok,0,2,984528,984528,1032,1032,{"fitness":0.00937601737678051,"naive_mae":0.008818836882710457}
1765798203.051,candidate_end,0,2,984528,984528,1032,1032,
1765798203.051,candidate_start,0,3,984528,984528,1032,1032,
1765798203.183,subprocess_start,0,3,984528,984528,1032,1032,{"params":{"use_log1p_features":null,"window_size":51,"positional_encoding":true,"intermediate_layers":4,"initial_layer_size":79,"encoder_lstm_units":9,"layer_size_divisor":11}}
1765798205.019,before_preprocess,0,3,978880,978880,1032,1032,
1765798205.204,after_preprocess,0,3,987816,987816,1032,1032,
1765798205.205,before_build_model,0,3,987816,987816,1032,1032,
1765798205.776,after_build_model,0,3,1070896,1070896,30652,31520,
1765798205.777,before_fit,0,3,1070896,1070896,30652,31520,{"params":{"use_log1p_features":null,"window_size":51,"positional_encoding":true,"intermediate_layers":4,"initial_layer_size":79,"encoder_lstm_units":9,"layer_size_divisor":11}}
1765799635.992,after_fit,0,3,3501680,3501680,1333876,204226344,
1765799637.161,subprocess_ok,0,3,984528,984528,1032,1032,{"fitness":0.009120353497564793,"naive_mae":0.008709953166544437}
1765799637.161,candidate_end,0,3,984528,984528,1032,1032,
1765799637.162,candidate_start,0,4,984528,984528,1032,1032,
1765799637.299,subprocess_start,0,4,984528,984528,1032,1032,{"params":{"use_log1p_features":null,"window_size":89,"positional_encoding":false,"intermediate_layers":3,"initial_layer_size":125,"encoder_lstm_units":10,"layer_size_divisor":31}}
1765799639.110,before_preprocess,0,4,979340,979340,1032,1032,
1765799639.281,after_preprocess,0,4,988584,988584,1032,1032,
1765799639.281,before_build_model,0,4,988584,988584,1032,1032,
1765799639.834,after_build_model,0,4,1072204,1072204,34816,39092,
1765799639.835,before_fit,0,4,1072204,1072204,34816,39092,{"params":{"use_log1p_features":null,"window_size":89,"positional_encoding":false,"intermediate_layers":3,"initial_layer_size":125,"encoder_lstm_units":10,"layer_size_divisor":31}}
1765800658.683,after_fit,0,4,3046032,3046032,995272,206373188,
1765800659.847,subprocess_ok,0,4,984528,984528,1032,1032,{"fitness":0.015221360139548779,"naive_mae":0.008808396756649017}
1765800659.847,candidate_end,0,4,984528,984528,1032,1032,
1765800659.848,candidate_start,0,5,984528,984528,1032,1032,
1765800659.992,subprocess_start,0,5,984528,984528,1032,1032,{"params":{"use_log1p_features":["typical_price"],"window_size":62,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":58,"encoder_lstm_units":20,"layer_size_divisor":8}}
1765800661.839,before_preprocess,0,5,979264,979264,1032,1032,
1765800662.027,after_preprocess,0,5,991244,993728,1032,1032,
1765800662.027,before_build_model,0,5,991244,993728,1032,1032,
1765800662.512,after_build_model,0,5,1071540,1071540,26512,27380,
1765800662.512,before_fit,0,5,1071540,1071540,26512,27380,{"params":{"use_log1p_features":["typical_price"],"window_size":62,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":58,"encoder_lstm_units":20,"layer_size_divisor":8}}
1765801452.219,after_fit,0,5,2777556,2777556,761528,205026680,
1765801453.359,subprocess_ok,0,5,984528,984528,1032,1032,{"fitness":0.012113615870475769,"naive_mae":0.008725290186703205}
1765801453.359,candidate_end,0,5,984528,984528,1032,1032,
1765801453.359,candidate_start,0,6,984528,984528,1032,1032,
1765801453.491,subprocess_start,0,6,984528,984528,1032,1032,{"params":{"use_log1p_features":["typical_price"],"window_size":25,"positional_encoding":false,"intermediate_layers":2,"initial_layer_size":61,"encoder_lstm_units":12,"layer_size_divisor":25}}
1765801455.336,before_preprocess,0,6,979436,979436,1032,1032,
1765801455.523,after_preprocess,0,6,989448,989448,1032,1032,
1765801455.523,before_build_model,0,6,989448,989448,1032,1032,
1765801456.008,after_build_model,0,6,1070224,1070224,26848,27716,
