ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1768983172.989,0,ga_gen0_cand1,1697756,1748368,3911916,34970792,,,
1768983179.033,1,ga_gen0_cand1,1706992,1748368,3916760,35426756,,,
1768983184.975,2,ga_gen0_cand1,1710824,1748368,3921548,35432164,,,
1768983190.953,3,ga_gen0_cand1,1715264,1748368,3926388,35489740,,,
1768983196.893,4,ga_gen0_cand1,1718460,1748368,3931176,35489740,,,
1768983202.848,5,ga_gen0_cand1,1720860,1748368,3935912,35489740,,,
1768983208.869,6,ga_gen0_cand1,1724040,1748368,3940804,35489740,,,
1768983214.793,7,ga_gen0_cand1,1726580,1748368,3945696,35505016,,,
1768983220.709,8,ga_gen0_cand1,1728820,1748368,3950380,35505016,,,
1768983226.533,9,ga_gen0_cand1,1730768,1748368,3954960,35505016,,,
1768983232.413,10,ga_gen0_cand1,1732820,1748368,3959696,35505016,,,
1768983238.463,11,ga_gen0_cand1,1735472,1748368,3964536,35505016,,,
1768983244.248,12,ga_gen0_cand1,1739784,1748368,3969116,35505016,,,
1768983250.110,13,ga_gen0_cand1,1742776,1748368,3973748,35505016,,,
1768983256.051,14,ga_gen0_cand1,1745276,1748368,3978536,35514516,,,
1768983262.215,15,ga_gen0_cand1,1749136,1749136,3983584,35514516,,,
1768983268.305,16,ga_gen0_cand1,1751928,1751928,3988476,35517104,,,
1768983274.114,17,ga_gen0_cand1,1755128,1755128,3993108,35517104,,,
1768983279.996,18,ga_gen0_cand1,1757748,1757748,3997896,35542980,,,
1768983285.780,19,ga_gen0_cand1,1760404,1760404,4002528,35542980,,,
1768983291.770,20,ga_gen0_cand1,1763160,1763160,4007368,35542980,,,
1768983297.570,21,ga_gen0_cand1,1768036,1768036,4012000,35542980,,,
1768983303.612,22,ga_gen0_cand1,1771496,1771496,4016840,35542980,,,
1768983309.570,23,ga_gen0_cand1,1772852,1772852,4021576,35542980,,,
1768983315.589,24,ga_gen0_cand1,1777304,1777304,4026468,35553676,,,
1768983321.560,25,ga_gen0_cand1,1781028,1781028,4031100,35557668,,,
1768983327.599,26,ga_gen0_cand1,1783708,1783708,4035944,35557668,,,
1768983333.624,27,ga_gen0_cand1,1785168,1785168,4040784,35563888,,,
1768983339.453,28,ga_gen0_cand1,1788664,1788664,4045420,35563888,,,
1768983345.517,29,ga_gen0_cand1,1790008,1790008,4050364,35571580,,,
1768983351.605,30,ga_gen0_cand1,1793240,1793240,4055308,35596336,,,
1768983357.552,31,ga_gen0_cand1,1796432,1796432,4060096,35596336,,,
1768983363.512,32,ga_gen0_cand1,1797784,1797784,4064988,35596336,,,
1768983369.338,33,ga_gen0_cand1,1802072,1802072,4069620,35596336,,,
1768983375.525,34,ga_gen0_cand1,1804124,1804124,4074668,35616788,,,
1768983381.459,35,ga_gen0_cand1,1805680,1805680,4079456,35616788,,,
1768983387.324,36,ga_gen0_cand1,1809372,1809372,4084036,35627152,,,
1768983393.320,37,ga_gen0_cand1,1812564,1812564,4088824,35627152,,,
1768983399.391,38,ga_gen0_cand1,1813988,1813988,4093716,35627152,,,
1768983405.459,39,ga_gen0_cand1,1816388,1816388,4098660,35627152,,,
1768983411.358,40,ga_gen0_cand1,1820212,1820212,4103344,35639124,,,
1768983417.187,41,ga_gen0_cand1,1821972,1821972,4107872,35639124,,,
1768983423.272,42,ga_gen0_cand1,1825340,1825340,4112868,35639124,,,
1768983429.219,43,ga_gen0_cand1,1828780,1828780,4117552,35645472,,,
1768983435.198,44,ga_gen0_cand1,1830160,1830160,4122392,35645472,,,
1768983441.332,45,ga_gen0_cand1,1834736,1834736,4127388,35685772,,,
1768983447.522,46,ga_gen0_cand1,1837556,1837556,4132388,35685772,,,
1768983453.551,47,ga_gen0_cand1,1845820,1845820,4137280,35685772,,,
1768983459.499,48,ga_gen0_cand1,1847232,1847232,4141968,35685772,,,
1768983465.717,49,ga_gen0_cand1,1848464,1848464,4147068,35685772,,,
1768983471.497,50,ga_gen0_cand1,1851896,1851896,4151596,35696628,,,
1768983477.360,51,ga_gen0_cand1,1853576,1853576,4156280,35696628,,,
1768983483.437,52,ga_gen0_cand1,1857104,1857104,4161172,35696628,,,
1768983489.305,53,ga_gen0_cand1,1860320,1860320,4165752,35696628,,,
1768983495.338,54,ga_gen0_cand1,1861576,1861576,4170644,35696628,,,
1768983501.333,55,ga_gen0_cand1,1864788,1864788,4175380,35696628,,,
1768983507.257,56,ga_gen0_cand1,1866068,1866068,4180168,35714472,,,
1768983513.261,57,ga_gen0_cand1,1869524,1869524,4185112,35714472,,,
1768983519.292,58,ga_gen0_cand1,1873104,1873104,4189848,35727208,,,
1768983525.229,59,ga_gen0_cand1,1876448,1876448,4194584,35727208,,,
1768983531.160,60,ga_gen0_cand1,1877592,1877592,4199372,35727208,,,
1768983537.152,61,ga_gen0_cand1,1879020,1879020,4204108,35742800,,,
1768983543.170,62,ga_gen0_cand1,1882676,1882676,4209052,35742800,,,
1768983549.098,63,ga_gen0_cand1,1885772,1885772,4213892,35742800,,,
1768983555.274,64,ga_gen0_cand1,1887032,1887032,4218992,35742800,,,
1768983561.428,65,ga_gen0_cand1,1890376,1890376,4223936,35763832,,,
1768983567.530,66,ga_gen0_cand1,1893408,1893408,4228884,35763832,,,
1768983573.454,67,ga_gen0_cand1,1894568,1894568,4233568,35763832,,,
1768983579.441,68,ga_gen0_cand1,1897708,1897708,4238360,35781328,,,
1768983585.304,69,ga_gen0_cand1,1899228,1899228,4243096,35781328,,,
1768983591.295,70,ga_gen0_cand1,1902832,1902832,4247832,35781328,,,
1768983597.456,71,ga_gen0_cand1,1906020,1906020,4252932,35794132,,,
1768983603.492,72,ga_gen0_cand1,1907116,1907116,4257720,35794132,,,
1768983609.652,73,ga_gen0_cand1,1910228,1910228,4262716,35817548,,,
1768983615.874,74,ga_gen0_cand1,1913748,1913748,4267868,35817548,,,
1768983621.837,75,ga_gen0_cand1,1917176,1917176,4272708,35817548,,,
1768983627.845,76,ga_gen0_cand1,1918444,1918444,4277652,35817548,,,
1768983633.893,77,ga_gen0_cand1,1920136,1920136,4282596,35817548,,,
1768983639.921,78,ga_gen0_cand1,1923792,1923792,4287436,35817548,,,
1768983645.934,79,ga_gen0_cand1,1927140,1927140,4292276,35817548,,,
