Metric,Average,Std Dev,Max,Min
Training MAE,0.0059667613773061005,0.0,0.0059667613773061005,0.0059667613773061005
Training R²,0.9891364235024859,0.0,0.9891364235024859,0.9891364235024859
Validation MAE,0.06602130540617364,0.0,0.06602130540617364,0.06602130540617364
Validation R²,0.33967926526731923,0.0,0.33967926526731923,0.33967926526731923
