Metric,Average,Std Dev,Min,Max
Train MAE H24,0.003523,0.001703,0.001129,0.004951
Train MAE H48,0.003448,0.002845,0.001162,0.007459
Train MAE H72,0.002156,0.000233,0.001864,0.002434
Train MAE H96,0.002426,0.000800,0.001297,0.003046
Train MAE H120,0.002160,0.000557,0.001469,0.002833
Train MAE H144,0.004995,0.001101,0.003795,0.006454
Train R2 H24,0.934207,0.043186,0.894849,0.994330
Train R2 H48,0.912678,0.109554,0.757813,0.994058
Train R2 H72,0.978091,0.005108,0.971841,0.984353
Train R2 H96,0.970296,0.015554,0.958949,0.992289
Train R2 H120,0.975911,0.011487,0.961655,0.989783
Train R2 H144,0.885016,0.050542,0.816513,0.936939
Train Uncertainty H24,0.001271,0.000292,0.000956,0.001660
Train Uncertainty H48,0.001491,0.001027,0.000107,0.002563
Train Uncertainty H72,0.002263,0.000341,0.001782,0.002511
Train Uncertainty H96,0.002260,0.000384,0.001719,0.002577
Train Uncertainty H120,0.002752,0.000578,0.001954,0.003306
Train Uncertainty H144,0.002375,0.000179,0.002127,0.002540
Train SNR H24,999.102966,218.531860,727.103149,1262.171143
Train SNR H48,4135.603516,5042.997559,471.156006,11266.563477
Train SNR H72,546.814453,92.061005,480.493164,677.000671
Train SNR H96,552.043457,106.331490,467.579987,702.020325
Train SNR H120,461.997711,111.320641,364.939362,617.872986
Train SNR H144,511.457428,40.456032,475.696411,568.014771
Validation MAE H24,0.004002,0.000595,0.003171,0.004534
Validation MAE H48,0.005411,0.001355,0.003497,0.006425
Validation MAE H72,0.005850,0.002394,0.003921,0.009224
Validation MAE H96,0.008200,0.002202,0.005322,0.010670
Validation MAE H120,0.008247,0.002542,0.005444,0.011598
Validation MAE H144,0.018868,0.002064,0.016214,0.021248
Validation R2 H24,0.996711,0.001049,0.995738,0.998167
Validation R2 H48,0.993678,0.002719,0.991383,0.997499
Validation R2 H72,0.991048,0.005636,0.983136,0.995838
Validation R2 H96,0.985080,0.004874,0.978995,0.990927
Validation R2 H120,0.985067,0.007748,0.974325,0.992310
Validation R2 H144,0.945514,0.012897,0.930521,0.962006
Validation Uncertainty H24,0.002181,0.000195,0.001952,0.002429
Validation Uncertainty H48,0.002451,0.001843,0.000189,0.004702
Validation Uncertainty H72,0.004074,0.001568,0.002037,0.005851
Validation Uncertainty H96,0.004221,0.001244,0.002480,0.005305
Validation Uncertainty H120,0.004232,0.001519,0.002406,0.006126
Validation Uncertainty H144,0.005897,0.000946,0.004577,0.006751
Validation SNR H24,578.300537,51.481720,514.804504,640.898865
Validation SNR H48,2466.270020,2944.076172,264.597900,6627.475098
Validation SNR H72,370.489502,173.606049,211.984344,612.117188
Validation SNR H96,329.946564,122.092545,233.570343,502.205627
Validation SNR H120,338.852905,131.544220,201.994400,516.406555
Validation SNR H144,215.711472,38.931736,182.688507,270.375702
Test MAE H24,0.002951,0.001290,0.001137,0.004025
Test MAE H48,0.003055,0.002028,0.001385,0.005910
Test MAE H72,0.002820,0.000132,0.002648,0.002970
Test MAE H96,0.003583,0.000836,0.002821,0.004746
Test MAE H120,0.002989,0.000889,0.002355,0.004246
Test MAE H144,0.007036,0.001219,0.005312,0.007903
Test R2 H24,0.988225,0.007269,0.981704,0.998368
Test R2 H48,0.984301,0.017023,0.960260,0.997412
Test R2 H72,0.989255,0.001091,0.987802,0.990432
Test R2 H96,0.980257,0.007805,0.970249,0.989294
Test R2 H120,0.984003,0.009985,0.969908,0.991791
Test R2 H144,0.937886,0.020308,0.922006,0.966550
Test Uncertainty H24,0.001313,0.000219,0.001008,0.001507
Test Uncertainty H48,0.001303,0.000869,0.000147,0.002244
Test Uncertainty H72,0.001923,0.000292,0.001638,0.002325
Test Uncertainty H96,0.001953,0.000246,0.001606,0.002148
Test Uncertainty H120,0.002245,0.000565,0.001446,0.002655
Test Uncertainty H144,0.002601,0.000340,0.002130,0.002917
Test SNR H24,931.289246,173.955902,786.584534,1175.938965
Test SNR H48,3124.415283,3494.423096,528.543884,8064.132812
Test SNR H72,629.558533,89.059074,509.828217,723.272827
Test SNR H96,617.395935,84.966606,552.684265,737.434631
Test SNR H120,572.613708,175.465408,447.152893,820.754089
Test SNR H144,466.756927,65.070549,409.316681,557.740417
