Metric,Average,Std Dev,Max,Min
Training MAE,0.04566026963293553,0.02295503145133026,0.08679062873125076,0.022684933617711067
Training R²,0.9490782856941223,0.04408632465680375,0.9862160682678223,0.8651712536811829
Validation MAE,0.053853441029787064,0.022059687941267666,0.09428338706493378,0.033183276653289795
Validation R²,0.579690440511331,0.3008695427931864,0.82584148645401,0.002702275989577174
