Metric,Average,Std Dev,Max,Min
Training MAE,0.006604753663387809,0.0,0.006604753663387809,0.006604753663387809
Training R²,0.973196278922232,0.0,0.973196278922232,0.973196278922232
Validation MAE,0.08797445615348888,0.0,0.08797445615348888,0.08797445615348888
Validation R²,-0.1555722943671384,0.0,-0.1555722943671384,-0.1555722943671384
