Metric,Average,Std Dev,Min,Max
Train MAE H9,0.005737,0.000000,0.005737,0.005737
Train MAE H12,0.006563,0.000000,0.006563,0.006563
Train MAE H15,0.007877,0.000000,0.007877,0.007877
Train MAE H18,0.008118,0.000000,0.008118,0.008118
Train MAE H21,0.008728,0.000000,0.008728,0.008728
Train MAE H24,0.009328,0.000000,0.009328,0.009328
Train Naive MAE H9,0.005649,0.000000,0.005649,0.005649
Train Naive MAE H12,0.006554,0.000000,0.006554,0.006554
Train Naive MAE H15,0.007408,0.000000,0.007408,0.007408
Train Naive MAE H18,0.008189,0.000000,0.008189,0.008189
Train Naive MAE H21,0.008937,0.000000,0.008937,0.008937
Train Naive MAE H24,0.009619,0.000000,0.009619,0.009619
Train R2 H9,0.995606,0.000000,0.995606,0.995606
Train R2 H12,0.994302,0.000000,0.994302,0.994302
Train R2 H15,0.992046,0.000000,0.992046,0.992046
Train R2 H18,0.991539,0.000000,0.991539,0.991539
Train R2 H21,0.990232,0.000000,0.990232,0.990232
Train R2 H24,0.988959,0.000000,0.988959,0.988959
Train Uncertainty H9,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H12,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H15,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H18,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H21,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H24,0.000000,0.000000,0.000000,0.000000
Train SNR H9,1205680000.000000,0.000000,1205680000.000000,1205680000.000000
Train SNR H12,1205851008.000000,0.000000,1205851008.000000,1205851008.000000
Train SNR H15,1206489088.000000,0.000000,1206489088.000000,1206489088.000000
Train SNR H18,1206852224.000000,0.000000,1206852224.000000,1206852224.000000
Train SNR H21,1205941120.000000,0.000000,1205941120.000000,1205941120.000000
Train SNR H24,1206047488.000000,0.000000,1206047488.000000,1206047488.000000
Validation MAE H9,0.005583,0.000000,0.005583,0.005583
Validation MAE H12,0.006324,0.000000,0.006324,0.006324
Validation MAE H15,0.006979,0.000000,0.006979,0.006979
Validation MAE H18,0.007431,0.000000,0.007431,0.007431
Validation MAE H21,0.007933,0.000000,0.007933,0.007933
Validation MAE H24,0.008444,0.000000,0.008444,0.008444
Validation Naive MAE H9,0.005299,0.000000,0.005299,0.005299
Validation Naive MAE H12,0.006250,0.000000,0.006250,0.006250
Validation Naive MAE H15,0.006934,0.000000,0.006934,0.006934
Validation Naive MAE H18,0.007616,0.000000,0.007616,0.007616
Validation Naive MAE H21,0.008159,0.000000,0.008159,0.008159
Validation Naive MAE H24,0.008693,0.000000,0.008693,0.008693
Validation R2 H9,0.945418,0.000000,0.945418,0.945418
Validation R2 H12,0.931042,0.000000,0.931042,0.931042
Validation R2 H15,0.917349,0.000000,0.917349,0.917349
Validation R2 H18,0.905712,0.000000,0.905712,0.905712
Validation R2 H21,0.892212,0.000000,0.892212,0.892212
Validation R2 H24,0.878903,0.000000,0.878903,0.878903
Validation Uncertainty H9,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H12,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H15,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H18,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H21,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H24,0.000000,0.000000,0.000000,0.000000
Validation SNR H9,1189516928.000000,0.000000,1189516928.000000,1189516928.000000
Validation SNR H12,1189371648.000000,0.000000,1189371648.000000,1189371648.000000
Validation SNR H15,1189151232.000000,0.000000,1189151232.000000,1189151232.000000
Validation SNR H18,1189257600.000000,0.000000,1189257600.000000,1189257600.000000
Validation SNR H21,1188688256.000000,0.000000,1188688256.000000,1188688256.000000
Validation SNR H24,1187980032.000000,0.000000,1187980032.000000,1187980032.000000
Test MAE H9,0.003196,0.000000,0.003196,0.003196
Test MAE H12,0.003724,0.000000,0.003724,0.003724
Test MAE H15,0.004387,0.000000,0.004387,0.004387
Test MAE H18,0.004768,0.000000,0.004768,0.004768
Test MAE H21,0.005118,0.000000,0.005118,0.005118
Test MAE H24,0.005445,0.000000,0.005445,0.005445
Test Naive MAE H9,0.003204,0.000000,0.003204,0.003204
Test Naive MAE H12,0.003804,0.000000,0.003804,0.003804
Test Naive MAE H15,0.004336,0.000000,0.004336,0.004336
Test Naive MAE H18,0.004843,0.000000,0.004843,0.004843
Test Naive MAE H21,0.005279,0.000000,0.005279,0.005279
Test Naive MAE H24,0.005672,0.000000,0.005672,0.005672
Test R2 H9,0.897529,0.000000,0.897529,0.897529
Test R2 H12,0.861304,0.000000,0.861304,0.861304
Test R2 H15,0.804782,0.000000,0.804782,0.804782
Test R2 H18,0.788782,0.000000,0.788782,0.788782
Test R2 H21,0.751003,0.000000,0.751003,0.751003
Test R2 H24,0.718708,0.000000,0.718708,0.718708
Test Uncertainty H9,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H12,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H15,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H18,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H21,0.000000,0.000000,0.000000,0.000000
Test Uncertainty H24,0.000000,0.000000,0.000000,0.000000
Test SNR H9,1118784896.000000,0.000000,1118784896.000000,1118784896.000000
Test SNR H12,1118212352.000000,0.000000,1118212352.000000,1118212352.000000
Test SNR H15,1116785280.000000,0.000000,1116785280.000000,1116785280.000000
Test SNR H18,1119441024.000000,0.000000,1119441024.000000,1119441024.000000
Test SNR H21,1118022656.000000,0.000000,1118022656.000000,1118022656.000000
Test SNR H24,1117961984.000000,0.000000,1117961984.000000,1117961984.000000
