Metric,Average,Std Dev,Min,Max
Train MAE H24,0.005968,0.000000,0.005968,0.005968
Train MAE H48,0.007405,0.000000,0.007405,0.007405
Train MAE H72,0.009104,0.000000,0.009104,0.009104
Train MAE H96,0.010751,0.000000,0.010751,0.010751
Train MAE H120,0.012037,0.000000,0.012037,0.012037
Train MAE H144,0.011182,0.000000,0.011182,0.011182
Train R2 H24,0.847093,0.000000,0.847093,0.847093
Train R2 H48,0.709752,0.000000,0.709752,0.709752
Train R2 H72,0.518752,0.000000,0.518752,0.518752
Train R2 H96,0.282860,0.000000,0.282860,0.282860
Train R2 H120,-0.049871,0.000000,-0.049871,-0.049871
Train R2 H144,-0.222225,0.000000,-0.222225,-0.222225
Train Uncertainty H24,0.001603,0.000000,0.001603,0.001603
Train Uncertainty H48,0.001568,0.000000,0.001568,0.001568
Train Uncertainty H72,0.001415,0.000000,0.001415,0.001415
Train Uncertainty H96,0.001823,0.000000,0.001823,0.001823
Train Uncertainty H120,0.001791,0.000000,0.001791,0.001791
Train Uncertainty H144,0.002517,0.000000,0.002517,0.002517
Train SNR H24,760.190063,0.000000,760.190063,760.190063
Train SNR H48,776.156189,0.000000,776.156189,776.156189
Train SNR H72,859.230896,0.000000,859.230896,859.230896
Train SNR H96,666.061768,0.000000,666.061768,666.061768
Train SNR H120,677.750305,0.000000,677.750305,677.750305
Train SNR H144,481.719757,0.000000,481.719757,481.719757
Validation MAE H24,0.005428,0.000000,0.005428,0.005428
Validation MAE H48,0.006617,0.000000,0.006617,0.006617
Validation MAE H72,0.008587,0.000000,0.008587,0.008587
Validation MAE H96,0.009316,0.000000,0.009316,0.009316
Validation MAE H120,0.011116,0.000000,0.011116,0.011116
Validation MAE H144,0.012601,0.000000,0.012601,0.012601
Validation R2 H24,0.994621,0.000000,0.994621,0.994621
Validation R2 H48,0.991540,0.000000,0.991540,0.991540
Validation R2 H72,0.986494,0.000000,0.986494,0.986494
Validation R2 H96,0.983725,0.000000,0.983725,0.983725
Validation R2 H120,0.978695,0.000000,0.978695,0.978695
Validation R2 H144,0.972785,0.000000,0.972785,0.972785
Validation Uncertainty H24,0.009691,0.000000,0.009691,0.009691
Validation Uncertainty H48,0.005120,0.000000,0.005120,0.005120
Validation Uncertainty H72,0.010194,0.000000,0.010194,0.010194
Validation Uncertainty H96,0.007101,0.000000,0.007101,0.007101
Validation Uncertainty H120,0.007361,0.000000,0.007361,0.007361
Validation Uncertainty H144,0.011637,0.000000,0.011637,0.011637
Validation SNR H24,129.020538,0.000000,129.020538,129.020538
Validation SNR H48,243.828476,0.000000,243.828476,243.828476
Validation SNR H72,122.366417,0.000000,122.366417,122.366417
Validation SNR H96,175.538025,0.000000,175.538025,175.538025
Validation SNR H120,169.051590,0.000000,169.051590,169.051590
Validation SNR H144,106.788918,0.000000,106.788918,106.788918
Test MAE H24,0.004418,0.000000,0.004418,0.004418
Test MAE H48,0.006545,0.000000,0.006545,0.006545
Test MAE H72,0.007993,0.000000,0.007993,0.007993
Test MAE H96,0.009377,0.000000,0.009377,0.009377
Test MAE H120,0.010284,0.000000,0.010284,0.010284
Test MAE H144,0.011294,0.000000,0.011294,0.011294
Test R2 H24,0.977977,0.000000,0.977977,0.977977
Test R2 H48,0.951723,0.000000,0.951723,0.951723
Test R2 H72,0.924214,0.000000,0.924214,0.924214
Test R2 H96,0.896929,0.000000,0.896929,0.896929
Test R2 H120,0.875620,0.000000,0.875620,0.875620
Test R2 H144,0.853775,0.000000,0.853775,0.853775
Test Uncertainty H24,0.002557,0.000000,0.002557,0.002557
Test Uncertainty H48,0.003507,0.000000,0.003507,0.003507
Test Uncertainty H72,0.002773,0.000000,0.002773,0.002773
Test Uncertainty H96,0.003524,0.000000,0.003524,0.003524
Test Uncertainty H120,0.003148,0.000000,0.003148,0.003148
Test Uncertainty H144,0.006039,0.000000,0.006039,0.006039
Test SNR H24,462.978394,0.000000,462.978394,462.978394
Test SNR H48,337.295898,0.000000,337.295898,337.295898
Test SNR H72,426.197113,0.000000,426.197113,426.197113
Test SNR H96,335.057343,0.000000,335.057343,335.057343
Test SNR H120,374.995972,0.000000,374.995972,374.995972
Test SNR H144,195.353821,0.000000,195.353821,195.353821
