Metric,Average,Std Dev,Max,Min
Training MAE,0.005630652470214368,0.0,0.005630652470214368,0.005630652470214368
Training R²,0.9777949901633365,0.0,0.9777949901633365,0.9777949901633365
Validation MAE,0.10233219316647583,0.0,0.10233219316647583,0.10233219316647583
Validation R²,-0.5166812106465231,0.0,-0.5166812106465231,-0.5166812106465231
