Metric,Average,Std Dev,Min,Max
Train MAE H24,0.000587,0.000000,0.000587,0.000587
Train MAE H48,0.000772,0.000000,0.000772,0.000772
Train MAE H72,0.000924,0.000000,0.000924,0.000924
Train MAE H96,0.001096,0.000000,0.001096,0.001096
Train MAE H120,0.001249,0.000000,0.001249,0.001249
Train MAE H144,0.001436,0.000000,0.001436,0.001436
Train Naive MAE H24,0.000555,0.000000,0.000555,0.000555
Train Naive MAE H48,0.000770,0.000000,0.000770,0.000770
Train Naive MAE H72,0.000951,0.000000,0.000951,0.000951
Train Naive MAE H96,0.001152,0.000000,0.001152,0.001152
Train Naive MAE H120,0.001327,0.000000,0.001327,0.001327
Train Naive MAE H144,0.001487,0.000000,0.001487,0.001487
Train R2 H24,0.924251,0.000000,0.924251,0.924251
Train R2 H48,0.877613,0.000000,0.877613,0.877613
Train R2 H72,0.828239,0.000000,0.828239,0.828239
Train R2 H96,0.763364,0.000000,0.763364,0.763364
Train R2 H120,0.703291,0.000000,0.703291,0.703291
Train R2 H144,0.617902,0.000000,0.617902,0.617902
Train Uncertainty H24,0.000440,0.000000,0.000440,0.000440
Train Uncertainty H48,0.000417,0.000000,0.000417,0.000417
Train Uncertainty H72,0.000420,0.000000,0.000420,0.000420
Train Uncertainty H96,0.000441,0.000000,0.000441,0.000441
Train Uncertainty H120,0.000422,0.000000,0.000422,0.000422
Train Uncertainty H144,0.000500,0.000000,0.000500,0.000500
Train SNR H24,3081.467285,0.000000,3081.467285,3081.467285
Train SNR H48,3251.579590,0.000000,3251.579590,3251.579590
Train SNR H72,3230.935059,0.000000,3230.935059,3230.935059
Train SNR H96,3077.347656,0.000000,3077.347656,3077.347656
Train SNR H120,3215.922363,0.000000,3215.922363,3215.922363
Train SNR H144,2713.017090,0.000000,2713.017090,2713.017090
Validation MAE H24,0.003274,0.000000,0.003274,0.003274
Validation MAE H48,0.003282,0.000000,0.003282,0.003282
Validation MAE H72,0.004480,0.000000,0.004480,0.004480
Validation MAE H96,0.003421,0.000000,0.003421,0.003421
Validation MAE H120,0.005247,0.000000,0.005247,0.005247
Validation MAE H144,0.005148,0.000000,0.005148,0.005148
Validation Naive MAE H24,0.000490,0.000000,0.000490,0.000490
Validation Naive MAE H48,0.000724,0.000000,0.000724,0.000724
Validation Naive MAE H72,0.000883,0.000000,0.000883,0.000883
Validation Naive MAE H96,0.001001,0.000000,0.001001,0.001001
Validation Naive MAE H120,0.001106,0.000000,0.001106,0.001106
Validation Naive MAE H144,0.001210,0.000000,0.001210,0.001210
Validation R2 H24,-0.147902,0.000000,-0.147902,-0.147902
Validation R2 H48,-0.148255,0.000000,-0.148255,-0.148255
Validation R2 H72,-1.002782,0.000000,-1.002782,-1.002782
Validation R2 H96,-0.228794,0.000000,-0.228794,-0.228794
Validation R2 H120,-1.703394,0.000000,-1.703394,-1.703394
Validation R2 H144,-1.622535,0.000000,-1.622535,-1.622535
Validation Uncertainty H24,0.002271,0.000000,0.002271,0.002271
Validation Uncertainty H48,0.002083,0.000000,0.002083,0.002083
Validation Uncertainty H72,0.001986,0.000000,0.001986,0.001986
Validation Uncertainty H96,0.002396,0.000000,0.002396,0.002396
Validation Uncertainty H120,0.002152,0.000000,0.002152,0.002152
Validation Uncertainty H144,0.001925,0.000000,0.001925,0.001925
Validation SNR H24,592.379028,0.000000,592.379028,592.379028
Validation SNR H48,645.821838,0.000000,645.821838,645.821838
Validation SNR H72,678.044067,0.000000,678.044067,678.044067
Validation SNR H96,561.604187,0.000000,561.604187,561.604187
Validation SNR H120,626.144470,0.000000,626.144470,626.144470
Validation SNR H144,699.935608,0.000000,699.935608,699.935608
Test MAE H24,0.008108,0.000000,0.008108,0.008108
Test MAE H48,0.008131,0.000000,0.008131,0.008131
Test MAE H72,0.009699,0.000000,0.009699,0.009699
Test MAE H96,0.008185,0.000000,0.008185,0.008185
Test MAE H120,0.010916,0.000000,0.010916,0.010916
Test MAE H144,0.010931,0.000000,0.010931,0.010931
Test Naive MAE H24,0.000305,0.000000,0.000305,0.000305
Test Naive MAE H48,0.000449,0.000000,0.000449,0.000449
Test Naive MAE H72,0.000562,0.000000,0.000562,0.000562
Test Naive MAE H96,0.000655,0.000000,0.000655,0.000655
Test Naive MAE H120,0.000726,0.000000,0.000726,0.000726
Test Naive MAE H144,0.000773,0.000000,0.000773,0.000773
Test R2 H24,-29.434950,0.000000,-29.434950,-29.434950
Test R2 H48,-30.429443,0.000000,-30.429443,-30.429443
Test R2 H72,-44.478241,0.000000,-44.478241,-44.478241
Test R2 H96,-32.342373,0.000000,-32.342373,-32.342373
Test R2 H120,-58.945160,0.000000,-58.945160,-58.945160
Test R2 H144,-59.940735,0.000000,-59.940735,-59.940735
Test Uncertainty H24,0.002558,0.000000,0.002558,0.002558
Test Uncertainty H48,0.003049,0.000000,0.003049,0.003049
Test Uncertainty H72,0.002531,0.000000,0.002531,0.002531
Test Uncertainty H96,0.002869,0.000000,0.002869,0.002869
Test Uncertainty H120,0.002169,0.000000,0.002169,0.002169
Test Uncertainty H144,0.002255,0.000000,0.002255,0.002255
Test SNR H24,524.667847,0.000000,524.667847,524.667847
Test SNR H48,440.294037,0.000000,440.294037,440.294037
Test SNR H72,531.034363,0.000000,531.034363,531.034363
Test SNR H96,467.929749,0.000000,467.929749,467.929749
Test SNR H120,620.149353,0.000000,620.149353,620.149353
Test SNR H144,596.440979,0.000000,596.440979,596.440979
