Metric,Average,Std Dev,Min,Max
Train MAE H24,0.002302,0.000207,0.002146,0.002594
Train MAE H48,0.002477,0.000204,0.002326,0.002766
Train MAE H72,0.002598,0.000113,0.002437,0.002684
Train MAE H96,0.002411,0.000099,0.002335,0.002550
Train MAE H120,0.002319,0.000123,0.002179,0.002478
Train MAE H144,0.005216,0.000286,0.004965,0.005617
Train R2 H24,0.999167,0.000141,0.998968,0.999269
Train R2 H48,0.999040,0.000153,0.998824,0.999149
Train R2 H72,0.998981,0.000071,0.998903,0.999074
Train R2 H96,0.999161,0.000070,0.999063,0.999219
Train R2 H120,0.999203,0.000074,0.999113,0.999293
Train R2 H144,0.996523,0.000425,0.995927,0.996887
Train Uncertainty H24,0.001538,0.000387,0.001098,0.002039
Train Uncertainty H48,0.001755,0.000444,0.001408,0.002382
Train Uncertainty H72,0.001856,0.000300,0.001545,0.002261
Train Uncertainty H96,0.002060,0.000297,0.001760,0.002465
Train Uncertainty H120,0.002166,0.000527,0.001686,0.002899
Train Uncertainty H144,0.002431,0.000301,0.002143,0.002847
Train SNR H24,926.176758,229.428284,655.983643,1216.845703
Train SNR H48,805.553711,173.747147,561.181641,949.962097
Train SNR H72,738.573547,112.880249,591.336914,865.614258
Train SNR H96,662.660522,90.203621,542.976318,760.736206
Train SNR H120,651.362061,139.678146,461.597778,793.753357
Train SNR H144,557.852783,64.831604,469.500702,623.245239
Validation MAE H24,0.001704,0.000236,0.001476,0.002028
Validation MAE H48,0.001837,0.000145,0.001686,0.002034
Validation MAE H72,0.002009,0.000147,0.001806,0.002151
Validation MAE H96,0.002096,0.000201,0.001864,0.002354
Validation MAE H120,0.002092,0.000160,0.001970,0.002317
Validation MAE H144,0.005906,0.000078,0.005849,0.006016
Validation R2 H24,0.999284,0.000167,0.999054,0.999448
Validation R2 H48,0.999181,0.000107,0.999042,0.999301
Validation R2 H72,0.999003,0.000128,0.998871,0.999176
Validation R2 H96,0.998892,0.000251,0.998537,0.999072
Validation R2 H120,0.998563,0.000374,0.998046,0.998919
Validation R2 H144,0.991069,0.000101,0.990932,0.991171
Validation Uncertainty H24,0.001314,0.000412,0.000873,0.001865
Validation Uncertainty H48,0.001335,0.000380,0.001021,0.001869
Validation Uncertainty H72,0.001481,0.000265,0.001234,0.001849
Validation Uncertainty H96,0.001634,0.000257,0.001362,0.001978
Validation Uncertainty H120,0.001726,0.000491,0.001281,0.002411
Validation Uncertainty H144,0.001909,0.000261,0.001717,0.002278
Validation SNR H24,1064.123291,315.857330,681.913513,1455.441895
Validation SNR H48,1020.085632,245.278122,678.757324,1244.259521
Validation SNR H72,882.190613,144.196747,685.507812,1027.179321
Validation SNR H96,794.693115,119.087753,640.935120,931.084290
Validation SNR H120,788.280945,194.435486,524.948853,988.502808
Validation SNR H144,674.375488,84.381973,555.115295,737.643066
Test MAE H24,0.001621,0.000170,0.001478,0.001860
Test MAE H48,0.001833,0.000165,0.001638,0.002041
Test MAE H72,0.002051,0.000265,0.001719,0.002367
Test MAE H96,0.002210,0.000087,0.002087,0.002283
Test MAE H120,0.002076,0.000154,0.001945,0.002292
Test MAE H144,0.005489,0.000344,0.005042,0.005878
Test R2 H24,0.997737,0.000440,0.997118,0.998103
Test R2 H48,0.997139,0.000484,0.996495,0.997662
Test R2 H72,0.996345,0.000770,0.995597,0.997405
Test R2 H96,0.995799,0.000538,0.995073,0.996357
Test R2 H120,0.995862,0.001044,0.994420,0.996854
Test R2 H144,0.972836,0.002945,0.969194,0.976407
Test Uncertainty H24,0.001304,0.000439,0.000846,0.001896
Test Uncertainty H48,0.001409,0.000372,0.001074,0.001927
Test Uncertainty H72,0.001460,0.000271,0.001165,0.001819
Test Uncertainty H96,0.001601,0.000274,0.001353,0.001982
Test Uncertainty H120,0.001657,0.000505,0.001295,0.002371
Test Uncertainty H144,0.001680,0.000232,0.001482,0.002005
Test SNR H24,1000.927490,313.143585,617.685913,1384.727295
Test SNR H48,885.425781,204.044083,607.697937,1092.123413
Test SNR H72,830.961609,148.174072,644.395447,1006.877197
Test SNR H96,753.500488,117.601524,591.961731,868.534973
Test SNR H120,767.780823,192.882172,495.021790,906.838196
Test SNR H144,711.073486,90.897667,584.137268,792.119324
