Metric,Average,Std Dev,Max,Min
Training MAE,0.024880369504292805,6.862027076218613e-05,0.024929964914917946,0.024783333763480186
Training R²,0.9476901094118754,0.0001458982776894539,0.9478962421417236,0.9475792050361633
Validation MAE,0.018899039054910343,0.0008659621449830689,0.020122159272432327,0.018234390765428543
Validation R²,0.8995274901390076,0.007770226798946686,0.9053226113319397,0.8885443210601807
