Metric,Average,Std Dev,Max,Min
Training MAE,0.0042940556692580385,0.0009877945107798754,0.005670078564435244,0.0033974112011492252
Training R²,0.9994511802991232,0.00024331857282916834,0.9996426701545715,0.999107837677002
Validation MAE,0.0030344796056548753,0.0007754278346837019,0.004111808259040117,0.0023184604942798615
Validation R²,0.9976139465967814,0.0011090252943340472,0.998715877532959,0.9960964322090149
