Metric,Average,Std Dev,Max,Min
Training MAE,0.0028019359207936824,0.0,0.0028019359207936824,0.0028019359207936824
Training R²,0.9986040746059083,0.0,0.9986040746059083,0.9986040746059083
Validation MAE,0.1613818416003366,0.0,0.1613818416003366,0.1613818416003366
Validation R²,-4.910124727840429,0.0,-4.910124727840429,-4.910124727840429
