Metric,Average,Std Dev,Max,Min
Training MAE,0.02522623601059119,0.0001797296484620502,0.025438422337174416,0.024998953565955162
Training R²,0.947049876054128,0.00042292990066681506,0.947583019733429,0.9465485215187073
Validation MAE,0.026454211523135502,0.0005998741276635126,0.027294864878058434,0.02593514323234558
Validation R²,0.8253714640935262,0.00665702090727969,0.8303191661834717,0.8159611821174622
