Metric,Average,Std Dev,Max,Min
Training MAE,0.008676260930177577,0.0,0.008676260930177577,0.008676260930177577
Training R²,0.993640740672788,0.0,0.993640740672788,0.993640740672788
Validation MAE,0.19418291057622392,0.0,0.19418291057622392,0.19418291057622392
Validation R²,-4.972633522784336,0.0,-4.972633522784336,-4.972633522784336
