Metric,Average,Std Dev,Max,Min
Training MAE,0.06640611340602239,0.024977309805893383,0.09860055148601532,0.03772169351577759
Training R²,0.7291449705759684,0.16328614640731104,0.9012251496315002,0.5097450017929077
Validation MAE,0.0793073649207751,0.023281610597559437,0.10949508845806122,0.05283035337924957
Validation R²,0.06508439282576244,0.5018335971682998,0.5928077101707458,-0.6097353100776672
