Metric,Average,Std Dev,Max,Min
Training MAE,0.05073284854491552,0.014913823736133631,0.06900668144226074,0.03247543424367905
Training R²,0.8330175280570984,0.07808830059609934,0.9237045645713806,0.7330977320671082
Validation MAE,0.0339617058634758,0.015761951042657648,0.053273048251867294,0.014664318412542343
Validation R²,0.7030173639456431,0.21114927230355,0.9396364688873291,0.426959365606308
