Metric,Average,Std Dev,Max,Min
Training MAE,0.004245557123795152,0.0007905203991172401,0.005121268797665834,0.0032058453653007746
Training R²,0.9993940790494283,0.00017166435945901613,0.9995984435081482,0.999178409576416
Validation MAE,0.008195277613898119,0.0039828483391980305,0.01274092961102724,0.003041929565370083
Validation R²,0.9837484955787659,0.01174159185862592,0.9978072047233582,0.9690665602684021
