Metric,Average,Std Dev,Max,Min
Training MAE,0.0019164341889942686,0.000331193617347702,0.0023833229206502438,0.0016506633255630732
Training R²,0.9998733997344971,4.266063394316646e-05,0.9999045729637146,0.9998130798339844
Validation MAE,0.005185307546829184,0.001209104459093437,0.006222001742571592,0.0034893148113042116
Validation R²,0.9953828652699789,0.0018428380260725977,0.9979704022407532,0.9938197135925293
